t_wall_ns,armed,heading_rad,roll_rate,pitch_rate,yaw_rate,thrust
1785517665939316100,1,0.0000,-0.0,-0.0,0.0,0.0
1785517665958262200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517665979503200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517665997505600,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666020087500,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666038496300,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666062042000,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666079075900,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666096237800,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666119567000,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666138911300,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666161746600,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666179456600,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666199892200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666218121300,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666239457000,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666260645500,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666282118100,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666299304900,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666322495500,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666340220400,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666357820600,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666376248200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666401990400,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666419293000,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666435924700,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666460571300,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666479716500,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666498544200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666518610800,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666536555400,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666558296500,1,0.0000,-0.0,-0.0,0.0,0.0
1785517666576746300,1,0.0000,-0.0,-0.0,0.0,0.0
