t_wall_ns,armed,heading_rad,roll_rate,pitch_rate,yaw_rate,thrust
1785544468375969200,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468460387000,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468481405300,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468502038500,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468521377200,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468541548500,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468561280200,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468581522300,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468601499700,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468621465400,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468640695100,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468661664600,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468681463500,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468700748900,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468720696200,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468741444000,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468761525400,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468781175400,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468800728600,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468821553400,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468840659000,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468861605600,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468881468800,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468900698400,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468920784300,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468941484100,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468961664400,0,0.0000,-0.0,-0.0,0.0,0.0
1785544468981486800,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469001657400,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469021161400,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469040771700,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469061445100,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469081645400,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469101594100,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469121334000,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469140799000,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469161286000,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469180649200,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469201493500,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469221549300,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469241576700,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469261428200,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469280711700,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469301662900,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469321569700,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469341434100,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469361602600,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469381568700,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469401666600,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469421600700,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469441274900,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469460826100,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469481448100,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469500676400,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469520837600,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469541504200,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469561673300,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469580793700,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469600827900,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469621197300,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469640768100,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469661522200,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469681516800,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469701615400,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469721633000,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469741680500,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469760782900,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469781356900,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469800711000,0,0.0000,-0.0,-0.0,0.0,0.0
1785544469821570000,0,0.0000,-0.0,-0.0,0.0,0.0
