t_wall_ns,time_usec,x,y,z,qw,qx,qy,qz,vx,vy,vz,rollspeed,pitchspeed,yawspeed
1785544468216462300,19465937,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468217463400,19485559,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468217463400,19499246,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468217463400,19518312,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468218462100,19532582,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468218462100,19532582,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468219462300,19551622,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468219462300,19565942,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468228489700,19585606,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468241344400,19599268,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468257334100,19599268,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468272830300,19632608,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468283815500,19632608,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468298321100,19652299,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468311177100,19666126,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
1785544468324209300,19685161,-0.0005468750023283064,2.9296874345163815e-05,0.020551757887005806,0.00039849933818913996,0.154722660779953,3.422995359869674e-05,0.987957775592804,0.0,0.0,0.0,0.0,0.0,-0.0
