t_wall_ns,armed,heading_rad,roll_rate,pitch_rate,yaw_rate,thrust
1785522626387531100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626486066100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626507913300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626527058500,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626547253000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626567053600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626587658400,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626607969900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626626998700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626647961100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626667596200,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626687426600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626706881400,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626727730900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626746984200,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626767279900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626786649000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626806822500,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626826873900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626846738300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626867598500,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626887517800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626906742100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626927507600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626946706000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626966733000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522626987499200,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627007069000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627027443300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627046765100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627067485000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627086910900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627107114100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627126860800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627146954200,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627167269100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627187322000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627207269800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627227778600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627247762100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627266987900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627287442900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627307561700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627327886800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627346945600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627367740600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627386706700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627407770800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627426970600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627447711800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627466878000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627487551300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627507055100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627527175000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627547063300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627567438000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627586901300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627607589800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627627144700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627647112300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627666781600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627687581800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627707116000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627726901000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627747132600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627767114800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627787658800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627807672100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627827494600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627846793300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627868113300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627886965800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627907285700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627927110200,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627947526700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627967029400,1,0.0000,-0.0,-0.0,0.0,0.0
1785522627987414600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628007537900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628027449200,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628046940300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628067795400,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628086924400,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628107546100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628126824900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628146951300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628167770200,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628187222500,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628207605800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628227756700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628246866900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628267086300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628287265300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628307298300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628326894000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628347620900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628366865900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628387322500,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628407428900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628427629100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628447607100,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628466753200,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628487373000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628507357800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628526956000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628547655600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628567037500,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628587075700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628607185600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628626681900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628647414700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628666991200,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628687605700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628707465000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628726982700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628747950900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628766714000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628786819300,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628807344700,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628826725600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628846704000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628866767800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628886776000,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628907224600,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628926648800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628947089900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628966831900,1,0.0000,-0.0,-0.0,0.0,0.0
1785522628987952800,1,0.0000,-0.0,-0.0,0.0,0.0
1785522629007347100,1,0.0000,-0.0,-0.0,0.0,0.0
