t_wall_ns,sim_boot_time_ms,race_start_boot_time_ms,race_finish_time_ns,active_gate_index,last_gate_race_time
1785522626136742200,27728,3300,-1,0,-1
1785522626193410800,27980,3300,-1,0,-1
1785522626444383000,28231,3300,-1,0,-1
1785522626693799700,28482,3300,-1,0,-1
1785522626946171200,28732,3300,-1,0,-1
1785522627197673000,28984,3300,-1,0,-1
1785522627446760100,29235,3300,-1,0,-1
1785522627698183700,29486,3300,-1,0,-1
1785522627948738600,29737,3300,-1,0,-1
1785522628199850200,29988,3300,-1,0,-1
1785522628450193300,30238,3300,-1,0,-1
1785522628701086700,30489,3300,-1,0,-1
1785522628951717900,30740,3300,-1,0,-1
1785522629202433000,30990,3300,-1,0,-1
1785522629454619300,31241,3300,-1,0,-1
1785522629704442400,31492,3300,-1,0,-1
1785522629955877400,31742,3300,-1,0,-1
1785522630204575700,31992,3300,-1,0,-1
1785522630455204300,32243,3300,-1,0,-1
1785522630705983500,32494,3300,-1,0,-1
1785522630956095000,32744,3300,-1,0,-1
1785522631206607400,32994,3300,-1,0,-1
1785522631458398800,33245,3300,-1,0,-1
1785522631707223500,33495,3300,-1,0,-1
1785522631960034800,33746,3300,-1,0,-1
1785522632210649500,33997,3300,-1,0,-1
1785522632460180300,34248,3300,-1,0,-1
1785522632710943800,34498,3300,-1,0,-1
1785522632963166400,34749,3300,-1,0,-1
1785522633213497600,35000,3300,-1,0,-1
1785522633462932200,35251,3300,-1,0,-1
1785522633713281200,35501,3300,-1,0,-1
1785522633966394000,35753,3300,-1,0,-1
1785522634216920500,36003,3300,-1,0,-1
1785522634466211400,36254,3300,-1,0,-1
1785522634718259900,36505,3300,-1,0,-1
1785522634967944800,36755,3300,-1,0,-1
1785522635219763200,37006,3300,-1,0,-1
1785522635469400100,37256,3300,-1,0,-1
1785522635721263200,37508,3300,-1,0,-1
1785522635971030900,37759,3300,-1,0,-1
1785522636221313300,38009,3300,-1,0,-1
1785522636472139800,38260,3300,-1,0,-1
1785522636722860200,38511,3300,-1,0,-1
1785522636973397600,38761,3300,-1,0,-1
1785522637224988600,39013,3300,-1,0,-1
1785522637478236500,39265,3300,-1,0,-1
1785522637727879400,39515,3300,-1,0,-1
1785522637978385500,39766,3300,-1,0,-1
1785522638230780200,40017,3300,-1,0,-1
1785522638480873500,40267,3300,-1,0,-1
1785522638730238600,40518,3300,-1,0,-1
1785522638981570200,40769,3300,-1,0,-1
1785522639233093300,41021,3300,-1,0,-1
1785522639483823000,41272,3300,-1,0,-1
1785522639736779700,41523,3300,-1,0,-1
1785522639986631200,41775,3300,-1,0,-1
1785522640238926700,42025,3300,-1,0,-1
1785522640488498300,42276,3300,-1,0,-1
1785522640739200900,42527,3300,-1,0,-1
1785522640990248800,42778,3300,-1,0,-1
1785522641241322000,43029,3300,-1,0,-1
1785522641492796400,43281,3300,-1,0,-1
1785522641745422500,43532,3300,-1,0,-1
1785522641994829900,43782,3300,-1,0,-1
1785522642245316300,44033,3300,-1,0,-1
1785522642495471800,44283,3300,-1,0,-1
1785522642746942900,44534,3300,-1,0,-1
1785522642997541700,44786,3300,-1,0,-1
1785522643248602300,45037,3300,-1,0,-1
1785522643499266900,45287,3300,-1,0,-1
1785522643750482000,45538,3300,-1,0,-1
1785522644002885500,45789,3300,-1,0,-1
1785522644253893300,46040,3300,-1,0,-1
1785522644502656800,46291,3300,-1,0,-1
1785522644753553400,46542,3300,-1,0,-1
1785522645004507100,46792,3300,-1,0,-1
1785522645254246000,47042,3300,-1,0,-1
1785522645506757400,47293,3300,-1,0,-1
1785522645756649500,47545,3300,-1,0,-1
1785522646007866200,47795,3300,-1,0,-1
1785522646256977500,48045,3300,-1,0,-1
1785522646507682500,48296,3300,-1,0,-1
1785522646759971800,48546,3300,-1,0,-1
1785522647008707800,48797,3300,-1,0,-1
1785522647261732100,49048,3300,-1,0,-1
1785522647511808400,49298,3300,-1,0,-1
1785522647761317400,49549,3300,-1,0,-1
1785522648013132400,49800,3300,-1,0,-1
1785522648262996900,50051,3300,-1,0,-1
1785522648513730900,50301,3300,-1,0,-1
1785522648764872400,50551,3300,-1,0,-1
1785522649013575200,50802,3300,-1,0,-1
1785522649267363500,51053,3300,-1,0,-1
1785522649516900800,51305,3300,-1,0,-1
1785522649768637800,51555,3300,-1,0,-1
1785522650017480400,51806,3300,-1,0,-1
1785522650269262300,52056,3300,-1,0,-1
1785522650519580000,52306,3300,-1,0,-1
1785522650769282200,52557,3300,-1,0,-1
1785522651021705700,52808,3300,-1,0,-1
