t_wall_ns,what,threat_level,impulse,episode
1785522630577423900,environment,1,0.008335146121680737,1
1785522630577423900,environment,1,0.005041058175265789,1
1785522630577423900,environment,1,0.008031382225453854,1
1785522630577423900,environment,1,0.004814618267118931,1
1785522630598130600,environment,1,0.008142751641571522,1
1785522630598130600,environment,1,0.004966887179762125,1
1785522630598130600,environment,1,0.008029245771467686,1
1785522630598130600,environment,1,0.004883095156401396,1
1785522630598130600,environment,1,0.00804990530014038,1
1785522630598130600,environment,1,0.004648868925869465,1
1785522630610619700,environment,1,0.006656014360487461,1
1785522630610619700,environment,1,0.005789001937955618,1
1785522630610619700,environment,1,0.0073486571200191975,1
1785522630610619700,environment,1,0.004768295679241419,1
1785522630631119400,environment,1,0.006994354072958231,1
1785522630631119400,environment,1,0.005987829994410276,1
1785522630631119400,environment,1,0.007979869842529297,1
1785522630631119400,environment,1,0.004715454299002886,1
1785522630631119400,environment,1,0.007987254299223423,1
1785522630631119400,environment,1,0.004614052828401327,1
1785522630644382200,environment,1,0.007855789735913277,1
1785522630644382200,environment,1,0.004555689636617899,1
1785522630644382200,environment,1,0.0078016542829573154,1
1785522630644382200,environment,1,0.00452514598146081,1
1785522630664761300,environment,1,0.0079897316172719,1
1785522630664761300,environment,1,0.004702348727732897,1
1785522630664761300,environment,1,0.007974358275532722,1
1785522630664761300,environment,1,0.004697381518781185,1
1785522630664761300,environment,1,0.007662647403776646,1
1785522630664761300,environment,1,0.004439489915966988,1
1785522630678963200,environment,1,0.00809356477111578,1
1785522630678963200,environment,1,0.004724391270428896,1
1785522630678963200,environment,1,0.007542199920862913,1
1785522630678963200,environment,1,0.004268828313797712,1
1785522630698312900,environment,1,0.008294244296848774,1
1785522630698312900,environment,1,0.004764258861541748,1
1785522630698312900,environment,1,0.007696681655943394,1
1785522630698312900,environment,1,0.00440090149641037,1
1785522630698312900,environment,1,0.008020592853426933,1
1785522630698312900,environment,1,0.004603921435773373,1
1785522630712199400,environment,1,0.007339780684560537,1
1785522630712199400,environment,1,0.004191671032458544,1
1785522630712199400,environment,1,0.007552565075457096,1
1785522630712199400,environment,1,0.004323128145188093,1
1785522630731605100,environment,1,0.0074096261523664,1
1785522630731605100,environment,1,0.004237706772983074,1
1785522630731605100,environment,1,0.007661818526685238,1
1785522630731605100,environment,1,0.004382495302706957,1
1785522630731605100,environment,1,0.007080845069140196,1
1785522630731605100,environment,1,0.004046466667205095,1
1785522630744328900,environment,1,0.007828231900930405,1
1785522630744328900,environment,1,0.004484626930207014,1
1785522630744328900,environment,1,0.007285583298653364,1
1785522630744328900,environment,1,0.004165498539805412,1
1785522630764952900,environment,1,0.007705467753112316,1
1785522630764952900,environment,1,0.004398696590214968,1
1785522630764952900,environment,1,0.007016186136752367,1
1785522630764952900,environment,1,0.0040169465355575085,1
1785522630764952900,environment,1,0.007656850852072239,1
1785522630764952900,environment,1,0.004378518555313349,1
1785522630777568300,environment,1,0.007093172986060381,1
1785522630777568300,environment,1,0.00404667854309082,1
1785522630777568300,environment,1,0.00687345489859581,1
1785522630777568300,environment,1,0.00391183840110898,1
1785522630799133100,environment,1,0.0074296691454946995,1
1785522630799133100,environment,1,0.004234515130519867,1
1785522630799133100,environment,1,0.0070545426569879055,1
1785522630799133100,environment,1,0.004014045465737581,1
1785522630799133100,environment,1,0.007026501931250095,1
1785522630799133100,environment,1,0.003997275605797768,1
1785522630812179900,environment,1,0.007030768319964409,1
1785522630812179900,environment,1,0.004005627706646919,1
1785522630812179900,environment,1,0.00679630134254694,1
1785522630812179900,environment,1,0.003867975901812315,1
1785522630831322300,environment,1,0.006896185223013163,1
1785522630831322300,environment,1,0.0039270189590752125,1
1785522630831322300,environment,1,0.006829836405813694,1
1785522630831322300,environment,1,0.0038919022772461176,1
1785522630831322300,environment,1,0.006708249915391207,1
1785522630831322300,environment,1,0.0038256756961345673,1
1785522630844606400,environment,1,0.006685246713459492,1
1785522630844606400,environment,1,0.0038200400304049253,1
1785522630844606400,environment,1,0.006631243508309126,1
1785522630844606400,environment,1,0.0037965707015246153,1
1785522630865805500,environment,1,0.006510664243251085,1
1785522630865805500,environment,1,0.003733487566933036,1
1785522630865805500,environment,1,0.006432680878788233,1
1785522630865805500,environment,1,0.0036963315214961767,1
1785522630865805500,environment,1,0.0063676610589027405,1
1785522630865805500,environment,1,0.0036669261753559113,1
1785522630878294000,environment,1,0.006140455603599548,1
1785522630878294000,environment,1,0.0035393196158111095,1
1785522630878294000,environment,1,0.006002826616168022,1
1785522630878294000,environment,1,0.0034674315247684717,1
1785522630898445800,environment,1,0.006055276840925217,1
1785522630898445800,environment,1,0.003507304470986128,1
1785522630898445800,environment,1,0.006023931782692671,1
1785522630898445800,environment,1,0.0034966960083693266,1
1785522630898445800,environment,1,0.005601256154477596,1
1785522630898445800,environment,1,0.0032456405460834503,1
1785522630911283900,environment,1,0.0052696941420435905,1
1785522630911283900,environment,1,0.0030571508686989546,1
1785522630911283900,environment,1,0.005152225494384766,1
1785522630911283900,environment,1,0.0029969955794513226,1
1785522630932209600,environment,1,0.0047461967915296555,1
1785522630932209600,environment,1,0.002745847450569272,1
