t_recv_wall_ns,frame_id,sim_time_ns,jpeg_size,file
1785518819314708700,1984,1785518819283439100,37106,00001984.jpg
1785518819364444500,1985,1785518819318100900,37304,00001985.jpg
1785518819392423300,1986,1785518819362509200,37353,00001986.jpg
1785518819422521400,1987,1785518819389732700,37432,00001987.jpg
1785518819451508200,1988,1785518819418250600,37509,00001988.jpg
1785518819500938000,1989,1785518819454303700,37631,00001989.jpg
1785518819534143800,1990,1785518819498810300,37618,00001990.jpg
1785518819563697300,1991,1785518819527553100,37743,00001991.jpg
1785518819593657700,1992,1785518819560584900,37751,00001992.jpg
1785518819626116900,1993,1785518819591054400,37774,00001993.jpg
1785518819650253900,1994,1785518819620146000,37823,00001994.jpg
1785518819700883600,1995,1785518819653885200,37844,00001995.jpg
1785518819728012000,1996,1785518819698120000,37894,00001996.jpg
1785518819755980700,1997,1785518819725870500,37902,00001997.jpg
1785518819787107100,1998,1785518819754557000,37978,00001998.jpg
1785518819813611800,1999,1785518819783386700,37981,00001999.jpg
1785518819866228900,2000,1785518819818453900,38048,00002000.jpg
1785518819892509900,2001,1785518819862401700,38032,00002001.jpg
1785518819919101100,2002,1785518819889545300,37980,00002002.jpg
1785518819946091000,2003,1785518819917270400,38051,00002003.jpg
1785518819995379400,2004,1785518819950873100,38045,00002004.jpg
1785518820025622900,2005,1785518819995027900,38026,00002005.jpg
1785518820053015300,2006,1785518820023595900,37853,00002006.jpg
1785518820081325200,2007,1785518820051037000,37536,00002007.jpg
1785518820131314200,2008,1785518820085284400,37156,00002008.jpg
1785518820158814700,2009,1785518820130087900,37090,00002009.jpg
1785518820185755600,2010,1785518820156167700,36932,00002010.jpg
1785518820211868900,2011,1785518820184147600,37017,00002011.jpg
1785518820263322500,2012,1785518820217931800,37468,00002012.jpg
1785518820293725400,2013,1785518820261792300,37480,00002013.jpg
1785518820318807500,2014,1785518820290155600,37598,00002014.jpg
1785518820349594400,2015,1785518820317157600,37706,00002015.jpg
1785518820398276100,2016,1785518820352029200,37738,00002016.jpg
1785518820424406200,2017,1785518820395497200,37791,00002017.jpg
1785518820452267000,2018,1785518820421929700,37821,00002018.jpg
1785518820480362200,2019,1785518820450151500,37829,00002019.jpg
1785518820529795100,2020,1785518820483953600,37847,00002020.jpg
1785518820556458500,2021,1785518820527328300,37841,00002021.jpg
1785518820583997300,2022,1785518820555010900,37838,00002022.jpg
1785518820611944500,2023,1785518820582771300,37861,00002023.jpg
1785518820662327900,2024,1785518820617034800,37859,00002024.jpg
1785518820690128400,2025,1785518820660700300,37873,00002025.jpg
1785518820717031300,2026,1785518820687122000,37877,00002026.jpg
1785518820744170300,2027,1785518820714960900,37901,00002027.jpg
1785518820793464400,2028,1785518820749345500,37847,00002028.jpg
1785518820820883800,2029,1785518820792093200,37839,00002029.jpg
1785518820849365400,2030,1785518820819861100,37826,00002030.jpg
1785518820877010300,2031,1785518820847964800,37782,00002031.jpg
1785518820926199800,2032,1785518820881706600,37726,00002032.jpg
1785518820953587500,2033,1785518820923471900,37759,00002033.jpg
1785518820980472200,2034,1785518820950715100,37754,00002034.jpg
1785518821030525800,2035,1785518820984297400,37616,00002035.jpg
1785518821055644700,2036,1785518821027354200,37557,00002036.jpg
1785518821085515100,2037,1785518821053890600,37226,00002037.jpg
1785518821112303000,2038,1785518821082759600,37143,00002038.jpg
1785518821161545700,2039,1785518821116523500,36840,00002039.jpg
1785518821191110300,2040,1785518821160974200,36796,00002040.jpg
1785518821219650400,2041,1785518821188539000,36845,00002041.jpg
1785518821246440700,2042,1785518821216399700,37012,00002042.jpg
1785518821294287000,2043,1785518821250837600,37360,00002043.jpg
1785518821321366300,2044,1785518821293271200,37323,00002044.jpg
1785518821350692100,2045,1785518821319480200,37388,00002045.jpg
1785518821399704700,2046,1785518821353763700,37434,00002046.jpg
1785518821425673900,2047,1785518821397216500,37476,00002047.jpg
1785518821454408800,2048,1785518821424183100,37553,00002048.jpg
1785518821480161000,2049,1785518821452031800,37583,00002049.jpg
1785518821531466100,2050,1785518821485984400,37593,00002050.jpg
1785518821557937900,2051,1785518821530224500,37599,00002051.jpg
1785518821585513900,2052,1785518821557242300,37628,00002052.jpg
1785518821614084900,2053,1785518821583911600,37626,00002053.jpg
1785518821663495900,2054,1785518821617423300,37649,00002054.jpg
1785518821691497100,2055,1785518821662176400,37639,00002055.jpg
1785518821718943700,2056,1785518821689221700,37631,00002056.jpg
1785518821746289600,2057,1785518821716540000,37643,00002057.jpg
1785518821797139100,2058,1785518821750616400,37666,00002058.jpg
1785518821823842300,2059,1785518821794493400,37660,00002059.jpg
1785518821853800900,2060,1785518821822041000,37650,00002060.jpg
1785518821882475500,2061,1785518821850639400,37620,00002061.jpg
1785518821931276400,2062,1785518821886451400,37606,00002062.jpg
1785518821957950900,2063,1785518821930999500,37614,00002063.jpg
1785518821984510800,2064,1785518821956435500,37563,00002064.jpg
1785518822011653600,2065,1785518821982793100,37493,00002065.jpg
1785518822061717400,2066,1785518822016060100,36994,00002066.jpg
1785518822090203000,2067,1785518822059485200,36968,00002067.jpg
1785518822118441800,2068,1785518822086770900,36756,00002068.jpg
1785518822144764200,2069,1785518822115764700,36522,00002069.jpg
1785518822194877600,2070,1785518822149444100,36539,00002070.jpg
1785518822221557000,2071,1785518822192532100,36547,00002071.jpg
1785518822250285600,2072,1785518822219307300,36791,00002072.jpg
1785518822298079800,2073,1785518822252717300,36953,00002073.jpg
1785518822322824000,2074,1785518822295928100,36928,00002074.jpg
1785518822353941500,2075,1785518822321595000,36900,00002075.jpg
1785518822379687600,2076,1785518822349247800,36856,00002076.jpg
1785518822430417300,2077,1785518822383424000,36793,00002077.jpg
1785518822455261700,2078,1785518822426934200,36767,00002078.jpg
1785518822481102800,2079,1785518822452933300,36688,00002079.jpg
1785518822531953900,2080,1785518822487006700,36632,00002080.jpg
1785518822559411700,2081,1785518822531664600,36635,00002081.jpg
1785518822586508100,2082,1785518822557628300,36525,00002082.jpg
1785518822614438100,2083,1785518822584655800,36501,00002083.jpg
1785518822666573500,2084,1785518822618380800,36452,00002084.jpg
1785518822693122200,2085,1785518822664631100,36414,00002085.jpg
1785518822720663800,2086,1785518822691866700,36363,00002086.jpg
1785518822751266000,2087,1785518822720041500,36614,00002087.jpg
1785518822798792700,2088,1785518822753299800,36156,00002088.jpg
1785518822824248000,2089,1785518822797091400,36254,00002089.jpg
1785518822852673900,2090,1785518822823899600,36036,00002090.jpg
1785518822880762100,2091,1785518822851238500,36181,00002091.jpg
1785518822931664700,2092,1785518822885313400,35790,00002092.jpg
1785518822958643600,2093,1785518822930110400,35985,00002093.jpg
1785518822985943100,2094,1785518822956682400,36245,00002094.jpg
1785518823014054800,2095,1785518822984726400,36305,00002095.jpg
1785518823063248900,2096,1785518823018298600,36053,00002096.jpg
1785518823092499400,2097,1785518823062813200,36071,00002097.jpg
1785518823120625900,2098,1785518823090396200,35495,00002098.jpg
1785518823150376300,2099,1785518823118481700,35435,00002099.jpg
1785518823197848700,2100,1785518823153668500,36050,00002100.jpg
1785518823224876400,2101,1785518823196659000,36232,00002101.jpg
1785518823254267000,2102,1785518823222887700,36293,00002102.jpg
1785518823279628200,2103,1785518823250970000,36306,00002103.jpg
1785518823332296700,2104,1785518823284627100,35794,00002104.jpg
