t_wall_ns,armed,heading_rad,roll_rate,pitch_rate,yaw_rate,thrust
1785518819909578700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518819927951500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518819947860100,1,0.0000,-0.0,-0.0,0.0,0.0
1785518819967748000,1,0.0000,-0.0,-0.0,0.0,0.0
1785518819986852700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820009775100,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820028026800,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820047515200,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820067825100,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820087951700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820107412900,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820128394900,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820147213400,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820167344000,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820188253500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820207502200,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820226885300,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820247145300,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820267282300,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820291241500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820307341200,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820327634300,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820348177600,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820367330400,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820387263500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820407237600,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820428734000,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820447619500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820466962100,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820487279400,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820507348300,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820528504400,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820547239200,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820567334500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820587431900,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820608778700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820627012500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820647592400,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820666984400,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820688726800,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820707647000,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820728657900,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820748888200,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820767807100,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820787840800,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820806978700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820827761900,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820848525400,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820867168300,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820887283200,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820907298700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820927737700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820947191700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820968152800,1,0.0000,-0.0,-0.0,0.0,0.0
1785518820987445600,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821009024900,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821029353100,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821048241800,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821067066500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821088242700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821108689500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821127500500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821147370000,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821167287900,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821189312700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821208981700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821228507100,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821248982100,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821267130200,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821287600200,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821308055300,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821328658600,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821349395300,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821369058200,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821387742600,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821407821700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821427706400,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821448920700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821467659500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821487831900,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821507811000,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821529046900,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821548970700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821568643700,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821587769500,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821607751600,1,0.0000,-0.0,-0.0,0.0,0.0
1785518821628532300,1,0.0000,-0.0,-0.0,0.0,0.002428958831586653
1785518821649054400,1,0.0000,-0.0,-0.0,0.0,0.007293143754832011
1785518821669393500,1,0.0000,-0.0,-0.0,0.0,0.014595057206105955
1785518821689377100,1,0.0000,-0.0,-0.0,0.0,0.02406604328607938
1785518821708729800,1,0.0000,-0.0,-0.0,0.0,0.03417919328749559
1785518821727726900,1,0.0000,-0.0,-0.0,0.0,0.04417844328745997
1785518821748660100,1,0.0000,-0.0,-0.0,0.0,0.053941043286254
1785518821768505000,1,0.0000,-0.0,-0.0,0.0,0.06417439328616166
1785518821787953200,1,0.0000,-0.0,-0.0,0.0,0.07402109328505031
1785518821808801800,1,0.0000,-0.0,-0.0,0.0,0.08427989328593395
1785518821828498100,1,0.0000,-0.0,-0.0,0.0,0.09411584328664031
1785518821851679900,1,0.0000,-0.0,-0.0,0.0,0.10414984328563588
1785518821867952300,1,0.0000,-0.0,-0.0,0.0,0.11408754328622746
1785518821888380600,1,0.0000,-0.0,-0.0,0.0,0.12397894328715194
1785518821908848600,1,0.0000,-0.0,-0.0,0.0,0.13419994328760804
1785518821929767200,1,0.0000,-0.0,-0.0,0.0,0.14416124328600272
1785518821947605800,1,0.0000,-0.0,-0.0,0.0,0.15411224328600365
1785518821967724400,1,0.0001,-0.0,-0.0,0.0,0.16407844328532956
1785518821988372300,1,0.0001,-0.0,-0.0,0.0,0.17166086594767654
1785518822008512700,1,0.0001,-0.0,-0.0,0.0,0.17686200119849735
1785518822028179000,1,0.0001,-0.0,-0.0,0.0,0.1796804043983555
1785518822048428100,1,0.0001,-0.0,-0.0,0.0,0.1800291119222531
1785518822067993400,1,0.0001,-0.0,-0.0,0.0,0.1800291119222531
1785518822089481500,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822108470900,1,-0.0001,-0.0,-0.0,0.0,0.1800291119222531
1785518822128463600,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822148758100,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822168362500,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822187395400,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822208568700,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822229498900,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822249693300,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822269095300,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822288363500,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822309161600,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822328559600,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822352817600,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822368209900,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822389393700,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822409847100,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822429560000,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822449289700,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822468633900,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822488844600,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822508422700,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822528022900,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822548823900,1,0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822568267100,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822589777100,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822609602200,1,-0.0000,-0.0,-0.0,0.0,0.1800291119222531
1785518822629801700,1,0.0001,-0.0,-0.0,0.0,0.1800291119222531
1785518822649472800,1,0.0001,-0.0,-0.0,0.0,0.18239153219337245
1785518822670522000,1,0.0003,-0.0,-0.0,0.0,0.18718581770929396
1785518822689926200,1,0.0003,-0.0,-0.0,0.0,0.19432868981592838
1785518822709432600,1,0.0005,-0.0,-0.0,0.0,0.20372241986354814
1785518822729440900,1,0.0006,-0.0,-0.0,0.0,0.21390586986548035
1785518822751697500,1,0.0006,-0.0,-0.0,0.0,0.22434146986291628
1785518822769958300,1,0.0008,-0.0,-0.0,0.0,0.23386801986510866
1785518822790368600,1,0.0008,-0.0,-0.0,0.0,0.24390076986550005
1785518822809261300,1,0.0009,-0.0,-0.0,0.0,0.2539667198640341
1785518822829103100,1,0.0009,-0.0,-0.0,0.0,0.26391186986314596
1785518822850621500,1,0.0010,-0.0,-0.0,0.0,0.27148518294933777
1785518822869196600,1,0.0010,-0.0,-0.0,0.0,0.27672799153502237
1785518822889736300,1,0.0010,-0.0,-0.0,0.0,0.2795103277537043
1785518822909932400,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518822930742600,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518822950379000,1,0.0009,-0.0,-0.0,0.0,0.27991961731165443
1785518822969998100,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518822989517200,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823009052500,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823029248200,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823050529400,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823069858300,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823090847500,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823110527700,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823129711800,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823151109200,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823172588100,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823191138700,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823210467800,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823230144700,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823252919400,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823270119000,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823290284500,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823310199100,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823331554300,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823350677600,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823370967400,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
1785518823389900100,1,0.0010,-0.0,-0.0,0.0,0.27991961731165443
