t_wall_ns,time_boot_ms,x,y,z,vx,vy,vz
1785518819308307400,104279,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819319546400,104313,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819331161900,104313,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819340005400,104313,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819351654500,104313,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819361016900,104313,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819373054200,104357,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819385243900,104357,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819397074700,104385,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819408969900,104385,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819417949100,104385,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819430047700,104413,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819442144300,104413,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819455017700,104441,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819463582200,104449,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819476350300,104449,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819490037300,104449,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819498266200,104449,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819510307400,104494,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
1785518819518120700,104494,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0
