t_wall_ns,what,threat_level,impulse,episode
1785518822797533200,environment,1,0.0034169803839176893,1
1785518822797598800,environment,1,0.0046506598591804504,1
1785518822797662200,environment,1,0.003339112037792802,1
1785518822797725500,environment,1,0.00399438664317131,1
1785518822797833300,environment,1,0.002931202994659543,1
1785518822824534200,environment,1,0.003249390982091427,1
1785518822824693800,environment,1,0.0023502963595092297,1
1785518822824777100,environment,1,0.0029689096845686436,1
1785518822824846400,environment,1,0.002139131771400571,1
1785518822824912500,environment,1,0.0026452564634382725,1
1785518822824970000,environment,1,0.0018980383174493909,1
1785518822825032800,environment,1,0.0022038312163203955,1
1785518822825094000,environment,1,0.0015689977444708347,1
1785518822850860700,environment,1,0.0017596996622160077,1
1785518822850936500,environment,1,0.001239387784153223,1
1785518822851015300,environment,1,0.0015236800536513329,1
1785518822851082600,environment,1,0.0010526370024308562,1
1785518822851146800,environment,1,0.0010537341004237533,1
1785518822851212400,environment,1,0.0006392895011231303,1
1785518822851277400,environment,1,0.0007767576607875526,1
1785518822851349200,environment,1,0.0004046000831294805,1
1785518822880089300,environment,1,0.00026946980506181717,1
1785518822880375900,environment,1,0.00016715051606297493,1
1785518827030766600,gate,1,0.8548949956893921,2
