t_wall_ns,armed,heading_rad,roll_rate,pitch_rate,yaw_rate,thrust
1785517986252350800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986262310800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986282262800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986302422300,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986320321400,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986340793300,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986362823100,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986380491800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986399754800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986420581100,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986440395400,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986460258800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986479000000,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986501682900,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986519264000,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986540436000,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986560393300,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986581668900,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986599992400,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986621560100,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986640852000,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986661773300,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986680060500,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986700416300,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986720102500,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986742401000,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986759073000,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986779469500,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986800094500,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986823868800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986840084900,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986860047200,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986880728600,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986900429800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986919749600,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986940010100,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986959769800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517986980954800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987000161800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987020498400,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987041603100,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987060345000,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987081197900,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987102111200,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987122254200,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987140925700,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987160633500,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987180760000,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987201149900,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987221336200,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987242115700,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987261477400,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987281379800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987303092500,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987320870200,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987342325300,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987360645800,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987381895700,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987400293000,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987420675600,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987441307200,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987461912400,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987481509600,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987504016000,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987523416900,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987541117000,0,0.0000,-0.0,-0.0,0.0,0.0
1785517987560427400,0,0.0000,-0.0,-0.0,0.0,0.0
