t_wall_ns,what,threat_level,impulse,episode
1785518003161453700,environment,1,0.006537832319736481,1
1785518003161590300,environment,1,0.00822852086275816,1
1785518003161754600,environment,1,0.0069611528888344765,1
1785518003161865800,environment,1,0.007329074200242758,1
1785518003161973000,environment,1,0.005504735745489597,1
1785518003162096200,environment,1,0.009386539459228516,1
1785518003162319200,environment,1,0.008053198456764221,1
1785518003162799000,environment,1,0.006923995912075043,1
1785518003163476100,environment,1,0.005484157707542181,1
1785518003163818100,environment,1,0.009666701778769493,1
1785518003163956300,environment,1,0.006630717311054468,1
1785518003164070700,environment,1,0.0084604537114501,1
1785518003164374500,environment,1,0.005342862568795681,1
1785518003164724200,environment,1,0.009329097345471382,1
1785518003209409400,environment,1,0.005926385521888733,1
1785518003209846100,environment,1,0.007760484237223864,1
1785518003210074400,environment,1,0.0045099882408976555,1
1785518003213170900,environment,1,0.008591072633862495,1
1785518003213322300,environment,1,0.006063821725547314,1
1785518003213481400,environment,1,0.00804292131215334,1
1785518003213597400,environment,1,0.00540945865213871,1
1785518003213702000,environment,1,0.007901802659034729,1
1785518003214011700,environment,1,0.0058137113228440285,1
1785518003214118600,environment,1,0.007964836433529854,1
1785518003214235900,environment,1,0.0056474278680980206,1
1785518003214363100,environment,1,0.007800268940627575,1
1785518003242276000,environment,1,0.005839273799210787,1
1785518003242555400,environment,1,0.008065908215939999,1
1785518003242675800,environment,1,0.006194747518748045,1
1785518003242770500,environment,1,0.00858941301703453,1
1785518003242886700,environment,1,0.005916168447583914,1
1785518003242970400,environment,1,0.00814307015389204,1
1785518003243055300,environment,1,0.005886416416615248,1
1785518003243141200,environment,1,0.008108713664114475,1
1785518003243225400,environment,1,0.005859028082340956,1
1785518003243319400,environment,1,0.008055109530687332,1
1785518003285895800,environment,1,0.005724622402340174,1
1785518003286094300,environment,1,0.0078496802598238,1
1785518003286226100,environment,1,0.005589902400970459,1
1785518003286336500,environment,1,0.007750208023935556,1
1785518003286442500,environment,1,0.005595505703240633,1
1785518003286539700,environment,1,0.007630376145243645,1
1785518003286639100,environment,1,0.00540227210149169,1
1785518003286734900,environment,1,0.007378541864454746,1
1785518003286828600,environment,1,0.005445136688649654,1
1785518003286921800,environment,1,0.007436805870383978,1
1785518003287013800,environment,1,0.005466732196509838,1
1785518003287107900,environment,1,0.007453603204339743,1
1785518003327295700,environment,1,0.005820909049361944,1
1785518003327507100,environment,1,0.007929262705147266,1
1785518003327600900,environment,1,0.005928440485149622,1
1785518003327688300,environment,1,0.008060137741267681,1
1785518003327775600,environment,1,0.005810731556266546,1
1785518003327861500,environment,1,0.007896876893937588,1
1785518003327946600,environment,1,0.005808800458908081,1
1785518003328029800,environment,1,0.007889717817306519,1
1785518003328380700,environment,1,0.005584731698036194,1
1785518003328504900,environment,1,0.007587154395878315,1
1785518003361232200,environment,1,0.005229960661381483,1
1785518003361367500,environment,1,0.0071012401022017,1
1785518003361575800,environment,1,0.00526136439293623,1
1785518003361745900,environment,1,0.007142072077840567,1
1785518003361957300,environment,1,0.005198203027248383,1
1785518003362076800,environment,1,0.007060153875499964,1
1785518003362286200,environment,1,0.0051314146257936954,1
1785518003362427300,environment,1,0.006975114345550537,1
