t_wall_ns,sim_boot_time_ms,race_start_boot_time_ms,race_finish_time_ns,active_gate_index,last_gate_race_time
1785520655704396200,198904,3300,-1,0,-1
1785520655875919500,199156,3300,-1,0,-1
1785520656125052100,199407,3300,-1,0,-1
1785520656377914000,199658,3300,-1,0,-1
1785520656627246600,199909,3300,-1,0,-1
1785520656879349100,200160,3300,-1,0,-1
1785520657130316100,200410,3300,-1,0,-1
1785520657380678700,200661,3300,-1,0,-1
1785520657631694500,200912,3300,-1,0,-1
1785520657880319600,201162,3300,-1,0,-1
1785520658131954900,201412,3300,-1,0,-1
1785520658382326800,201662,3300,-1,0,-1
1785520658633357200,201913,3300,-1,0,-1
1785520658883122700,202165,3300,-1,0,-1
1785520659134175300,202416,3300,-1,0,-1
1785520659385862100,202666,3300,-1,0,-1
1785520659634739700,202916,3300,-1,0,-1
1785520659887495300,203168,3300,-1,0,-1
1785520660136596500,203418,3300,-1,0,-1
1785520660388862100,203669,3300,-1,0,-1
1785520660638235800,203920,3300,-1,0,-1
1785520660890357600,204170,3300,-1,0,-1
1785520661140356900,204421,3300,-1,0,-1
1785520661391568200,204672,3300,-1,0,-1
1785520661642402800,204923,3300,-1,0,-1
1785520661893815400,205174,3300,-1,0,-1
1785520662144230700,205424,3300,-1,0,-1
1785520662395433100,205676,3300,-1,0,-1
1785520662646867000,205927,3300,-1,0,-1
1785520662896610400,206178,3300,-1,0,-1
1785520663147107400,206429,3300,-1,0,-1
1785520663398443200,206680,3300,-1,0,-1
1785520663650140100,206932,3300,-1,0,-1
1785520663903428600,207184,3300,-1,0,-1
1785520664153276800,207435,3300,-1,0,-1
1785520664404859000,207687,3300,-1,0,-1
1785520664656169400,207937,3300,-1,0,-1
1785520664907213000,208187,3300,-1,0,-1
1785520665156415100,208438,3300,-1,0,-1
1785520665408714300,208689,3300,-1,0,-1
1785520665658316200,208940,3300,-1,0,-1
1785520665909972900,209190,3300,-1,0,-1
1785520666160166200,209441,3300,-1,0,-1
1785520666411009300,209691,3300,-1,0,-1
1785520666660881600,209943,3300,-1,0,-1
1785520666912301200,210194,3300,-1,0,-1
1785520667164999300,210445,3300,-1,0,-1
1785520667414435500,210696,3300,-1,0,-1
1785520667665587200,210947,3300,-1,0,-1
1785520667916212500,211198,3300,-1,0,-1
1785520668168443000,211449,3300,-1,0,-1
1785520668418512900,211699,3300,-1,0,-1
1785520668669587700,211950,3300,-1,0,-1
1785520668919278200,212200,3300,-1,0,-1
1785520669170348100,212451,3300,-1,0,-1
1785520669419349900,212701,3300,-1,0,-1
1785520669669547300,212951,3300,-1,0,-1
1785520669920378900,213202,3300,-1,0,-1
1785520670171134500,213453,3300,-1,0,-1
1785520670422346500,213704,3300,-1,0,-1
1785520670672543600,213954,3300,-1,0,-1
1785520670924985000,214205,3300,-1,0,-1
1785520671174228500,214456,3300,-1,0,-1
1785520671427665800,214708,3300,-1,0,-1
1785520671677687200,214960,3300,-1,0,-1
1785520671929478100,215210,3300,-1,0,-1
1785520672178563600,215460,3300,-1,0,-1
1785520672430291600,215711,3300,-1,0,-1
1785520672680166800,215961,3300,-1,0,-1
1785520672932103600,216212,3300,-1,0,-1
1785520673183694400,216464,3300,-1,0,-1
1785520673434956700,216715,3300,-1,0,-1
1785520673683592000,216965,3300,-1,0,-1
1785520673934484000,217216,3300,-1,0,-1
1785520674185373000,217467,3300,-1,0,-1
1785520674436010800,217718,3300,-1,0,-1
