t_wall_ns,time_boot_ms,x,y,z,vx,vy,vz
1785517942369841200,199365,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942371289500,199416,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942372040400,199416,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942372270500,199416,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942376954500,199416,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942388055200,199416,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942398067500,199461,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942409753900,199461,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942418552000,199461,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942429203100,199501,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942441265400,199501,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942450565400,199501,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942462035800,199501,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942473363000,199544,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942487088800,199544,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942496218400,199544,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942507816600,199544,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942519005500,199582,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942528467100,199582,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942541971100,199582,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942553583200,199618,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942563494800,199618,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942573681300,199618,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942585764800,199650,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942595049700,199650,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942606933800,199650,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942618090500,199684,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942630560300,199684,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942640093100,199684,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942651285400,199718,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942661702000,199718,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942672197000,199718,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942682623600,199751,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942693719700,199751,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942705333600,199751,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942716322000,199783,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942729226500,199783,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942741278700,199783,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942751711000,199813,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942760841000,199813,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942782592100,199844,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942783606500,199844,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942793450800,199844,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942802999900,199875,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942815140500,199875,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942826074500,199875,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942837681700,199906,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942847021100,199906,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942857741600,199906,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942870562800,199935,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942878845500,199935,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942888834200,199935,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942900864100,199970,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942910676100,199970,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942921539500,199970,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942931173500,199970,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942940985500,200013,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942952593000,200013,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942962687300,200013,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942972802500,200041,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942983906300,200041,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517942994849100,200041,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517943003979700,200070,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517943015317900,200070,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517943025173200,200070,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517943037790800,200100,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517943049364600,200100,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517943058867900,200130,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517943071242100,200135,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517943082032600,200135,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517943092032100,200135,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
1785517943102868300,200135,-0.00046874998952262104,5.859374869032763e-05,0.020546874031424522,0.0,0.0,-0.0
