t_wall_ns,armed,heading_rad,roll_rate,pitch_rate,yaw_rate,thrust
1785517942786173700,1,0.0000,-0.0,-0.0,0.0,0.0
1785517942788569700,1,0.0000,-0.0,-0.0,0.0,0.0
1785517942809144600,1,0.0000,-0.0,-0.0,0.0,0.0
1785517942829853600,1,0.0000,-0.0,-0.0,0.0,0.0
1785517942848522700,1,0.0000,-0.0,-0.0,0.0,0.0
1785517942869491600,1,0.0000,-0.0,-0.0,0.0,0.0
1785517942889042600,1,0.0000,-0.0,-0.0,0.0,0.0
1785517942909374200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517942928417700,1,0.0000,-0.0,-0.0,0.0,0.0
1785517942949407200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517942969262600,1,0.0000,-0.0,-0.0,0.0,0.0
1785517942988718000,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943009635200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943029702500,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943049695300,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943069142800,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943088405900,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943110500800,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943129464500,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943148228400,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943170041200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943189316200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943209047200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943229881400,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943247796800,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943268959200,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943289762000,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943309943300,1,0.0000,-0.0,-0.0,0.0,0.0
1785517943330157500,1,0.0000,-0.0,-0.0,0.0,0.0
