t_wall_ns,what,threat_level,impulse,episode
1785517950535880000,environment,1,0.008233383297920227,1
1785517950536779000,environment,1,0.007724042981863022,1
1785517950537190900,environment,1,0.008510473184287548,1
1785517950537640600,environment,1,0.0074592954479157925,1
1785517950537858500,environment,1,0.0088429506868124,1
1785517950540850000,environment,1,0.007035871967673302,1
1785517950541250500,environment,1,0.007644794415682554,1
1785517950541412000,environment,1,0.0075639341957867146,1
1785517950565438400,environment,1,0.010772050358355045,1
1785517950565931600,environment,1,0.006465635262429714,1
1785517950566077800,environment,1,0.007716471329331398,1
1785517950566281900,environment,1,0.009003491140902042,1
1785517950566521400,environment,1,0.010228332132101059,1
1785517950567444300,environment,1,0.005612835753709078,1
1785517950567863200,environment,1,0.010136417113244534,1
1785517950569010000,environment,1,0.006458883639425039,1
1785517950596740000,environment,1,0.009484997019171715,1
1785517950597260700,environment,1,0.00736880861222744,1
1785517950597646300,environment,1,0.010217789560556412,1
1785517950604402800,environment,1,0.005666794255375862,1
1785517950605593100,environment,1,0.009576157666742802,1
1785517950605726800,environment,1,0.007384710945188999,1
1785517950605832100,environment,1,0.01048716064542532,1
1785517950606001900,environment,1,0.005722599104046822,1
1785517950627075700,environment,1,0.009756735526025295,1
1785517950627192500,environment,1,0.00714283948764205,1
1785517950627310100,environment,1,0.009719404391944408,1
1785517950627422200,environment,1,0.006716223433613777,1
1785517950627531900,environment,1,0.009496664628386497,1
1785517950627665500,environment,1,0.006870176177471876,1
1785517950627889900,environment,1,0.009926710277795792,1
1785517950628394500,environment,1,0.007238541264086962,1
1785517950633318900,environment,1,0.008382383733987808,1
1785517950633814400,environment,1,0.006109788082540035,1
1785517950681975000,environment,1,0.009012192487716675,1
1785517950682188900,environment,1,0.006529861129820347,1
1785517950682403700,environment,1,0.009041091427206993,1
1785517950682804900,environment,1,0.006577453576028347,1
1785517950683317700,environment,1,0.00917439442127943,1
1785517950683481800,environment,1,0.006578873377293348,1
1785517950683662200,environment,1,0.008877492509782314,1
1785517950683900300,environment,1,0.006535555701702833,1
1785517950684042600,environment,1,0.008560603484511375,1
1785517950684409900,environment,1,0.006252424791455269,1
1785517950685234100,environment,1,0.009263050742447376,1
1785517950685714200,environment,1,0.006731598637998104,1
1785517950707967400,environment,1,0.008535063825547695,1
1785517950708225900,environment,1,0.00628387788310647,1
1785517950708452000,environment,1,0.008633336052298546,1
1785517950708648900,environment,1,0.006300406996160746,1
1785517950708789800,environment,1,0.008248900063335896,1
1785517950708903800,environment,1,0.006079418584704399,1
1785517950709481200,environment,1,0.008267857134342194,1
1785517950710190200,environment,1,0.006082190200686455,1
1785517950740928300,environment,1,0.008929958567023277,1
1785517950741047200,environment,1,0.0065635209903120995,1
1785517950741144000,environment,1,0.008459682576358318,1
1785517950741236900,environment,1,0.006235107779502869,1
1785517950741343100,environment,1,0.008393893949687481,1
1785517950741447700,environment,1,0.006202549207955599,1
1785517950741550700,environment,1,0.008089342154562473,1
1785517950741651300,environment,1,0.005971268285065889,1
1785517950769420600,environment,1,0.008514207787811756,1
1785517950769565700,environment,1,0.006286813411861658,1
1785517950769952900,environment,1,0.008296809159219265,1
1785517950770240400,environment,1,0.006127833388745785,1
1785517950770445800,environment,1,0.00840295571833849,1
1785517950770660300,environment,1,0.0062043992802500725,1
1785517950770827200,environment,1,0.008424962870776653,1
1785517950770972300,environment,1,0.006219542119652033,1
1785517950801501800,environment,1,0.007668585516512394,1
1785517950801613000,environment,1,0.005661793984472752,1
1785517950801771000,environment,1,0.007641612086445093,1
1785517950801892800,environment,1,0.005639067851006985,1
1785517950802006600,environment,1,0.00754215894266963,1
1785517950802116400,environment,1,0.005560958757996559,1
1785517950802596900,environment,1,0.0075612454675138,1
1785517950802705600,environment,1,0.005569708999246359,1
1785517950827182300,environment,1,0.00748569006100297,1
1785517950827410500,environment,1,0.005509903188794851,1
1785517950827908700,environment,1,0.007361566182225943,1
1785517950828109500,environment,1,0.005412974860519171,1
1785517950828307700,environment,1,0.007436706218868494,1
1785517950828430400,environment,1,0.005466974340379238,1
1785517950828552100,environment,1,0.007342926226556301,1
1785517950828671500,environment,1,0.0053972345776855946,1
1785517950859808300,environment,1,0.007613661233335733,1
1785517950860363300,environment,1,0.005583748687058687,1
1785517950860619600,environment,1,0.007595399394631386,1
1785517950860734400,environment,1,0.005576905328780413,1
1785517950860966100,environment,1,0.007310127839446068,1
1785517950862663300,environment,1,0.005368314683437347,1
1785517950863946800,environment,1,0.007450987119227648,1
1785517950864088700,environment,1,0.005469431634992361,1
1785517950866326900,environment,1,0.007627794053405523,1
1785517950866618100,environment,1,0.005588391795754433,1
1785517950914084400,environment,1,0.007163877133280039,1
1785517950914384000,environment,1,0.0052981870248913765,1
1785517950914626100,environment,1,0.007081934250891209,1
1785517950915082600,environment,1,0.0052162641659379005,1
1785517950915301200,environment,1,0.006922597531229258,1
1785517950915558500,environment,1,0.005111646372824907,1
1785517955144449300,gate,2,10.788012504577637,2
