frame_id,file,t_recv_wall_ns,gmag,theta_mod90,psi_mod90,n_comp,n_seg,weight,spread_deg,confident,psi_unwrapped
1092332,01092332.jpg,1785645719851051520,9.883,2.381,87.619,21,65,1194.7,2.4,1,-2.381
1092333,01092333.jpg,1785645719883815168,9.882,1.878,88.122,21,91,1449.8,1.91,1,-1.878
1092334,01092334.jpg,1785645719916939520,9.882,1.891,88.109,21,90,1438.6,1.95,1,-1.891
1092335,01092335.jpg,1785645719949402624,9.882,1.832,88.168,21,90,1442.6,1.86,1,-1.832
1092336,01092336.jpg,1785645719983095808,9.881,1.833,88.167,17,96,1512.4,1.86,1,-1.833
1092337,01092337.jpg,1785645720016171776,9.881,0.511,89.489,19,98,1520.4,2.73,1,-0.511
1092338,01092338.jpg,1785645720049473280,9.881,0.509,89.491,19,95,1457.1,2.74,1,-0.509
1092339,01092339.jpg,1785645720084270592,9.88,1.388,88.612,22,108,1557.4,2.27,1,-1.388
1092340,01092340.jpg,1785645720117199104,9.88,1.816,88.184,21,104,1538.6,1.87,1,-1.816
1092341,01092341.jpg,1785645720149080832,9.88,1.159,88.841,16,92,1478.5,2.1,1,-1.159
1092342,01092342.jpg,1785645720183001344,9.879,1.817,88.183,15,82,1374.4,1.84,1,-1.817
1092343,01092343.jpg,1785645720216800256,9.879,1.773,88.227,18,90,1392.1,1.8,1,-1.773
1092344,01092344.jpg,1785645720251030272,9.879,1.652,88.348,19,102,1523.7,1.76,1,-1.652
1092345,01092345.jpg,1785645720282946304,9.878,1.765,88.235,23,91,1399.3,1.78,1,-1.765
1092346,01092346.jpg,1785645720315760128,9.878,1.812,88.188,21,82,1294.9,1.88,1,-1.812
1092347,01092347.jpg,1785645720349873408,9.878,1.646,88.354,21,92,1403.0,1.86,1,-1.646
1092348,01092348.jpg,1785645720383244288,9.877,89.992,0.008,20,95,1412.6,3.07,1,0.008
1092349,01092349.jpg,1785645720416794112,9.877,89.992,0.008,20,97,1465.4,3.14,1,0.008
1092350,01092350.jpg,1785645720449439744,9.877,1.602,88.398,20,103,1501.1,1.71,1,-1.602
1092351,01092351.jpg,1785645720483794688,9.877,1.708,88.292,21,100,1454.1,1.73,1,-1.708
1092352,01092352.jpg,1785645720515877376,9.876,89.993,0.007,20,92,1351.3,2.93,1,0.007
1092353,01092353.jpg,1785645720549180928,9.876,89.993,0.007,18,82,1310.0,2.76,1,0.007
1092354,01092354.jpg,1785645720583667456,9.876,0.604,89.396,20,99,1459.1,2.62,1,-0.604
1092355,01092355.jpg,1785645720617155584,9.876,89.993,0.007,20,95,1439.4,2.58,1,0.007
1092356,01092356.jpg,1785645720649092864,9.875,89.993,0.007,22,108,1542.4,3.12,1,0.007
1092357,01092357.jpg,1785645720683439104,9.875,89.994,0.006,21,101,1529.3,3.0,1,0.006
1092358,01092358.jpg,1785645720716183296,9.875,1.654,88.346,19,92,1430.9,1.86,1,-1.654
1092359,01092359.jpg,1785645720749266176,9.875,0.396,89.604,17,89,1358.1,2.68,1,-0.396
1092360,01092360.jpg,1785645720782965760,9.874,89.994,0.006,20,94,1363.9,2.8,1,0.006
1092361,01092361.jpg,1785645720817135616,9.874,89.994,0.006,25,90,1305.7,2.78,1,0.006
1092362,01092362.jpg,1785645720849179136,9.874,0.935,89.065,24,82,1285.6,2.18,1,-0.935
1092363,01092363.jpg,1785645720882984192,9.874,0.053,89.947,25,84,1290.9,2.11,1,-0.053
1092364,01092364.jpg,1785645720916124160,9.874,1.566,88.434,23,74,1170.5,1.59,1,-1.566
1092365,01092365.jpg,1785645720949094656,9.873,0.976,89.024,20,96,1403.2,1.99,1,-0.976
1092366,01092366.jpg,1785645720983779584,9.873,89.995,0.005,23,104,1484.8,2.77,1,0.005
1092367,01092367.jpg,1785645721016648448,9.873,89.995,0.005,24,103,1481.1,2.81,1,0.005
1092368,01092368.jpg,1785645721049473792,9.873,89.995,0.005,24,105,1430.5,2.73,1,0.005
1092369,01092369.jpg,1785645721082995200,9.873,0.932,89.068,28,108,1460.6,1.96,1,-0.932
