key,idx,session,gate,size_px,dx,dy,det_size
20260731-195307/00007791.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,3.795000000000016,29.017236257093817
20260731-195307/00007792.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,3.795000000000016,29.017236257093817
20260731-195307/00007793.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,3.795000000000016,29.017236257093817
20260731-195307/00007794.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,3.795000000000016,29.017236257093817
20260731-195307/00007795.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,3.795000000000016,29.017236257093817
20260731-195307/00007796.jpg,2,20260731-195307,0,20.590345431854416,1.287499999999966,3.795000000000016,30.0
20260731-195307/00007797.jpg,2,20260731-195307,0,20.590345431854416,1.287499999999966,3.795000000000016,30.0
20260731-195307/00007798.jpg,2,20260731-195307,0,20.590345431854416,1.287499999999966,3.795000000000016,30.0
20260731-195307/00007799.jpg,2,20260731-195307,0,20.590345431854416,-0.4625000000000341,1.045000000000016,21.02379604162864
20260731-195307/00007800.jpg,2,20260731-195307,0,20.590345431854416,-0.4625000000000341,1.045000000000016,21.02379604162864
20260731-195307/00007801.jpg,2,20260731-195307,0,20.590345431854416,-0.2125000000000341,0.2950000000000159,21.213203435596427
20260731-195307/00007802.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,0.5450000000000159,21.213203435596427
20260731-195307/00007803.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,0.5450000000000159,21.213203435596427
20260731-195307/00007804.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,0.2950000000000159,22.090722034374522
20260731-195307/00007811.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,0.5450000000000159,22.090722034374522
20260731-195307/00007812.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,0.5450000000000159,22.090722034374522
20260731-195307/00007816.jpg,2,20260731-195307,0,20.590345431854416,0.7874999999999659,3.795000000000016,29.017236257093817
20260731-195307/00007817.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,3.795000000000016,30.01666203960727
20260731-195307/00007818.jpg,2,20260731-195307,0,20.590345431854416,0.2874999999999659,3.795000000000016,30.01666203960727
20260731-195307/00007819.jpg,2,20260731-195307,0,20.590345431854416,0.037499999999965894,3.795000000000016,30.01666203960727
20260731-195307/00007820.jpg,2,20260731-195307,0,20.590345431854416,0.037499999999965894,3.795000000000016,30.01666203960727
20260731-195307/00007821.jpg,2,20260731-195307,0,20.590345431854416,0.037499999999965894,3.795000000000016,30.01666203960727
20260731-195307/00007822.jpg,2,20260731-195307,0,20.590345431854416,0.037499999999965894,3.795000000000016,30.01666203960727
20260731-195307/00007823.jpg,2,20260731-195307,0,20.590345431854416,0.037499999999965894,3.795000000000016,30.01666203960727
20260731-195307/00007824.jpg,2,20260731-195307,0,20.590345431854416,0.7874999999999659,3.795000000000016,31.0
20260731-195307/00007825.jpg,2,20260731-195307,0,20.590345431854416,-4.462500000000034,3.795000000000016,29.732137494637012
20260731-195307/00007826.jpg,2,20260731-195307,0,20.590345431854416,-4.462500000000034,3.795000000000016,29.732137494637012
20260731-195307/00007827.jpg,2,20260731-195307,0,20.590345431854416,-0.4625000000000341,1.045000000000016,21.02379604162864
20260731-195307/00007828.jpg,2,20260731-195307,0,20.590345431854416,-0.4625000000000341,1.045000000000016,21.02379604162864
20260731-195307/00007829.jpg,2,20260731-195307,0,20.590345431854416,-0.4625000000000341,1.045000000000016,21.02379604162864
20260731-195307/00007830.jpg,2,20260731-195307,0,20.590345431854416,-0.4625000000000341,0.7950000000000159,20.09975124224178
20260731-195307/00007831.jpg,2,20260731-195307,0,20.590345431854416,-0.4625000000000341,1.045000000000016,21.02379604162864
20260731-195307/00007832.jpg,2,20260731-195307,0,20.590345431854416,-0.2125000000000341,0.7950000000000159,21.02379604162864
20260731-195307/00007833.jpg,2,20260731-195307,0,20.590345431854416,-0.4625000000000341,0.7950000000000159,20.09975124224178
20260731-195307/00007834.jpg,2,20260731-195307,0,20.590345431854416,-0.2125000000000341,0.7950000000000159,21.02379604162864
