frame_id,file,t_recv_wall_ns,gmag,theta_mod90,psi_mod90,n_comp,n_seg,weight,spread_deg,confident,psi_unwrapped
101973,00101973.jpg,1785600920559344384,9.81,89.983,0.017,22,87,1133.4,0.51,1,0.017
101974,00101974.jpg,1785600920676382720,9.81,89.983,0.017,22,87,1133.4,0.51,1,0.017
101975,00101975.jpg,1785600920680434944,9.81,89.983,0.017,22,87,1133.4,0.51,1,0.017
101976,00101976.jpg,1785600920687031808,9.81,89.983,0.017,22,87,1133.4,0.51,1,0.017
101977,00101977.jpg,1785600920694897408,9.81,89.983,0.017,22,87,1133.4,0.51,1,0.017
101978,00101978.jpg,1785600920709408000,9.81,89.983,0.017,22,87,1133.4,0.51,1,0.017
101979,00101979.jpg,1785600920759027200,10.849,89.982,0.018,22,87,1133.6,0.52,1,0.018
101980,00101980.jpg,1785600920776439552,9.783,89.988,0.012,22,87,1133.7,0.52,1,0.012
101981,00101981.jpg,1785600920825530624,9.373,89.983,0.017,20,95,1173.5,0.47,1,0.017
101982,00101982.jpg,1785600920841529088,9.353,89.983,0.017,20,95,1169.8,0.48,1,0.017
101983,00101983.jpg,1785600920892297216,9.66,89.987,0.013,20,91,1192.2,0.52,1,0.013
101984,00101984.jpg,1785600920909959424,9.761,89.988,0.012,23,102,1264.7,0.96,1,0.012
101985,00101985.jpg,1785600920958708480,9.87,0.199,89.801,31,105,1240.7,1.0,1,-0.199
101986,00101986.jpg,1785600920974653440,9.87,89.99,0.01,32,110,1272.0,1.22,1,0.01
101987,00101987.jpg,1785600921027280896,9.9,1.094,88.906,29,95,1139.4,1.12,1,-1.094
101988,00101988.jpg,1785600921042258688,9.901,0.818,89.182,23,88,1114.3,1.08,1,-0.818
101989,00101989.jpg,1785600921092630784,9.9,1.607,88.393,17,72,976.9,1.62,1,-1.607
101990,00101990.jpg,1785600921108722176,9.9,89.991,0.009,21,82,1036.0,2.33,1,0.009
101991,00101991.jpg,1785600921158783744,9.896,89.992,0.008,23,117,1321.3,3.22,1,0.008
101992,00101992.jpg,1785600921175125248,9.895,1.341,88.659,25,108,1142.3,3.15,1,-1.341
101993,00101993.jpg,1785600921226871296,9.891,2.144,87.856,17,100,1159.0,2.16,1,-2.144
101994,00101994.jpg,1785600921242125312,9.89,1.975,88.025,18,105,1237.6,1.99,1,-1.975
101995,00101995.jpg,1785600921292064512,9.887,89.994,0.006,24,99,1139.6,3.67,1,0.006
