frame_id,file,t_recv_wall_ns,gmag,theta_mod90,psi_mod90,n_comp,n_seg,weight,spread_deg,confident,psi_unwrapped
1110602,01110602.jpg,1785646328839631872,9.81,89.984,0.016,22,87,1142.3,0.53,1,0.016
1110603,01110603.jpg,1785646328874991872,9.81,89.984,0.016,22,87,1142.3,0.53,1,0.016
1110604,01110604.jpg,1785646328905956352,10.936,89.983,0.017,22,87,1142.4,0.52,1,0.017
1110605,01110605.jpg,1785646328937288960,9.504,89.989,0.011,18,85,1114.3,0.5,1,0.011
1110606,01110606.jpg,1785646328970573824,9.383,89.989,0.011,20,95,1169.6,0.48,1,0.011
1110607,01110607.jpg,1785646329003713792,9.337,89.987,0.013,18,91,1169.9,0.45,1,0.013
1110608,01110608.jpg,1785646329040110080,9.675,89.993,0.007,21,92,1210.3,0.64,1,0.007
1110609,01110609.jpg,1785646329072059904,9.81,89.994,0.006,28,94,1189.3,0.9,1,0.006
1110610,01110610.jpg,1785646329104854272,9.869,89.995,0.005,32,110,1265.9,1.01,1,0.005
1110611,01110611.jpg,1785646329137382656,9.892,0.284,89.716,28,101,1209.9,1.15,1,-0.284
1110612,01110612.jpg,1785646329170203904,9.9,0.644,89.356,26,85,1096.9,1.06,1,-0.644
1110613,01110613.jpg,1785646329204005632,9.901,0.78,89.22,16,72,1019.4,1.06,1,-0.78
1110614,01110614.jpg,1785646329238005248,9.9,0.18,89.82,18,80,1022.2,1.91,1,-0.18
1110615,01110615.jpg,1785646329271177984,9.898,89.997,0.003,25,101,1131.9,2.27,1,0.003
1110616,01110616.jpg,1785646329303976192,9.897,89.997,0.003,24,86,992.9,2.87,1,0.003
1110617,01110617.jpg,1785646329337040896,9.894,89.998,0.002,15,68,935.2,3.13,1,0.002
1110618,01110618.jpg,1785646329371528704,9.891,2.21,87.79,16,82,1028.2,2.21,1,-2.21
1110619,01110619.jpg,1785646329404467712,9.889,2.133,87.867,21,82,997.0,2.14,1,-2.133
1110620,01110620.jpg,1785646329437469184,9.887,89.999,0.001,27,106,1139.2,3.29,1,0.001
1110621,01110621.jpg,1785646329471077632,9.885,89.999,0.001,27,108,1152.9,3.66,1,0.001
1110622,01110622.jpg,1785646329504892928,9.883,89.999,0.001,18,71,876.8,4.14,1,0.001
1110623,01110623.jpg,1785646329538294528,9.881,2.053,87.947,22,94,1051.1,2.05,1,-2.053
1110624,01110624.jpg,1785646329569894144,9.879,89.999,0.001,19,96,1096.4,4.39,1,0.001
1110625,01110625.jpg,1785646329604718848,9.878,0.821,89.179,28,92,1000.0,3.87,1,-0.821
1110626,01110626.jpg,1785646329637393152,9.912,89.999,0.001,17,81,965.1,5.05,1,0.001
1110627,01110627.jpg,1785646329671009792,9.875,90.0,0.0,23,100,1113.9,4.46,1,0.0
1110628,01110628.jpg,1785646329703963648,9.874,0.151,89.849,20,78,937.0,5.37,1,-0.151
1110629,01110629.jpg,1785646329737330432,9.873,90.0,0.0,19,84,1033.0,4.32,1,0.0
1110630,01110630.jpg,1785646329771364864,9.872,2.478,87.522,23,112,1173.4,3.09,1,-2.478
1110631,01110631.jpg,1785646329804512000,9.871,0.73,89.27,16,78,942.0,4.01,1,-0.73
1110632,01110632.jpg,1785646329837331712,9.87,90.0,0.0,19,76,888.8,5.3,1,0.0
1110633,01110633.jpg,1785646329870663680,9.87,90.0,0.0,29,124,1230.2,3.87,1,0.0
1110634,01110634.jpg,1785646329904524800,9.869,90.0,0.0,13,67,829.4,3.95,1,0.0
1110635,01110635.jpg,1785646329938147072,9.869,90.0,0.0,16,86,976.9,5.22,1,0.0
1110636,01110636.jpg,1785646329971485952,9.869,90.0,0.0,24,85,866.8,4.9,1,0.0
1110637,01110637.jpg,1785646330004291840,9.869,90.0,0.0,18,87,955.9,4.39,1,0.0
1110638,01110638.jpg,1785646330039364608,9.869,90.0,0.0,25,95,1000.9,2.96,1,0.0
1110639,01110639.jpg,1785646330071764224,9.869,90.0,0.0,19,70,829.3,4.92,1,0.0
1110640,01110640.jpg,1785646330104500224,9.87,90.0,0.0,21,84,1027.3,2.8,1,0.0
1110641,01110641.jpg,1785646330137135872,9.87,2.278,87.722,13,72,840.9,2.64,1,-2.278
1110642,01110642.jpg,1785646330171352064,9.871,1.653,88.347,19,77,850.1,3.66,1,-1.653
1110643,01110643.jpg,1785646330204222976,9.871,2.178,87.822,23,94,996.5,4.11,1,-2.178
1110644,01110644.jpg,1785646330237263872,9.872,90.0,0.0,12,76,867.0,5.58,1,0.0
1110645,01110645.jpg,1785646330270655744,9.873,2.146,87.854,18,63,739.6,6.08,1,-2.146
1110646,01110646.jpg,1785646330304606208,9.874,2.084,87.916,24,93,1012.5,4.07,1,-2.084
1110647,01110647.jpg,1785646330337160960,9.876,2.056,87.944,19,75,941.5,3.27,1,-2.056
1110648,01110648.jpg,1785646330370818560,9.918,1.986,88.014,15,72,951.4,4.72,1,-1.986
1110649,01110649.jpg,1785646330405031424,9.878,90.0,0.0,20,100,1240.6,3.81,1,0.0
1110650,01110650.jpg,1785646330437491456,9.88,90.0,0.0,13,78,1039.7,5.79,1,0.0
1110651,01110651.jpg,1785646330471539456,9.882,90.0,0.0,22,82,1066.1,3.08,1,0.0
1110652,01110652.jpg,1785646330504571648,9.883,90.0,0.0,20,86,1119.5,3.6,1,0.0
1110653,01110653.jpg,1785646330537722368,9.885,90.0,0.0,23,105,1316.4,3.77,1,0.0
1110654,01110654.jpg,1785646330571287296,9.887,90.0,0.0,13,81,1221.5,3.4,1,0.0
1110655,01110655.jpg,1785646330604244224,9.889,90.0,0.0,25,114,1464.1,3.01,1,0.0
