frame_id,file,t_recv_wall_ns,gmag,theta_mod90,psi_mod90,n_comp,n_seg,weight,spread_deg,confident,psi_unwrapped
1120203,01120203.jpg,1785646648864100608,9.927,87.738,2.262,2,10,185.5,2.26,1,92.262
1120204,01120204.jpg,1785646648898519296,9.927,89.999,0.001,16,87,1316.9,4.44,1,90.001
1120205,01120205.jpg,1785646648931559680,9.927,89.999,0.001,23,115,1497.3,5.75,1,90.001
1120206,01120206.jpg,1785646648963688448,9.927,,,0,0,0.0,,0,90.001
1120207,01120207.jpg,1785646648996840448,9.927,,,0,0,0.0,,0,90.001
1120208,01120208.jpg,1785646649033223424,9.812,,,0,0,0.0,,0,90.001
1120209,01120209.jpg,1785646649063833088,9.812,,,0,0,0.0,,0,90.001
1120210,01120210.jpg,1785646649096977920,9.812,0.014,89.986,30,127,1717.5,3.59,1,89.986
1120211,01120211.jpg,1785646649131181056,9.812,0.014,89.986,30,128,1719.6,3.59,1,89.986
1120212,01120212.jpg,1785646649165953536,9.812,0.014,89.986,30,127,1717.5,3.59,1,89.986
1120213,01120213.jpg,1785646649197891584,9.815,0.018,89.982,30,127,1711.2,3.6,1,89.982
1120214,01120214.jpg,1785646649230746112,9.816,0.022,89.978,30,127,1705.2,3.62,1,89.978
1120215,01120215.jpg,1785646649263919872,9.863,0.024,89.976,30,128,1701.2,3.64,1,89.976
1120216,01120216.jpg,1785646649299845120,9.81,0.024,89.976,30,127,1693.0,3.67,1,89.976
1120217,01120217.jpg,1785646649330272000,9.81,0.024,89.976,30,127,1690.0,3.68,1,89.976
1120218,01120218.jpg,1785646649364884992,9.81,0.024,89.976,30,127,1681.0,3.71,1,89.976
1120219,01120219.jpg,1785646649398036736,9.81,0.025,89.975,30,128,1677.3,3.73,1,89.975
1120220,01120220.jpg,1785646649433154304,9.81,0.025,89.975,30,128,1672.9,3.75,1,89.975
1120221,01120221.jpg,1785646649464203776,9.81,0.025,89.975,30,128,1665.8,3.77,1,89.975
1120222,01120222.jpg,1785646649497000960,9.81,0.025,89.975,30,128,1660.3,3.79,1,89.975
1120223,01120223.jpg,1785646649530930432,9.81,0.025,89.975,30,127,1650.1,3.82,1,89.975
1120224,01120224.jpg,1785646649565866496,9.81,0.026,89.974,30,128,1648.1,3.84,1,89.974
1120225,01120225.jpg,1785646649597619712,9.81,0.026,89.974,30,128,1641.4,3.86,1,89.974
1120226,01120226.jpg,1785646649630809088,9.81,0.026,89.974,30,127,1631.7,3.89,1,89.974
1120227,01120227.jpg,1785646649663819008,9.81,0.026,89.974,30,127,1626.7,3.91,1,89.974
1120228,01120228.jpg,1785646649698484480,9.81,0.026,89.974,30,128,1625.0,3.93,1,89.974
1120229,01120229.jpg,1785646649730170368,9.81,0.028,89.972,30,128,1618.7,3.95,1,89.972
1120230,01120230.jpg,1785646649763658496,9.81,0.028,89.972,30,127,1612.0,3.96,1,89.972
1120231,01120231.jpg,1785646649797019648,9.81,0.028,89.972,30,127,1607.2,3.98,1,89.972
1120232,01120232.jpg,1785646649831874304,9.81,0.027,89.973,30,128,1605.8,4.03,1,89.973
1120233,01120233.jpg,1785646649864297216,9.81,0.029,89.971,30,128,1599.8,4.04,1,89.971
1120234,01120234.jpg,1785646649896774400,9.81,0.029,89.971,30,127,1593.5,4.06,1,89.971
1120235,01120235.jpg,1785646649931258880,9.81,0.029,89.971,30,127,1586.8,4.09,1,89.971
1120236,01120236.jpg,1785646649965485312,9.81,0.029,89.971,30,128,1585.6,4.11,1,89.971
1120237,01120237.jpg,1785646649996998912,9.81,0.029,89.971,30,128,1582.1,4.12,1,89.971
1120238,01120238.jpg,1785646650030822656,9.81,0.03,89.97,30,127,1574.0,4.15,1,89.97
1120239,01120239.jpg,1785646650064353536,9.81,0.03,89.97,30,127,1569.8,4.16,1,89.97
1120240,01120240.jpg,1785646650100059136,9.81,0.03,89.97,30,128,1568.9,4.18,1,89.97
1120241,01120241.jpg,1785646650130299904,9.81,0.03,89.97,30,128,1563.4,4.2,1,89.97
1120242,01120242.jpg,1785646650164087808,9.81,0.03,89.97,30,127,1557.8,4.22,1,89.97
1120243,01120243.jpg,1785646650197174016,9.81,0.031,89.969,30,127,1553.9,4.24,1,89.969
1120244,01120244.jpg,1785646650232268288,9.81,0.031,89.969,30,128,1553.2,4.61,1,89.969
1120245,01120245.jpg,1785646650265328384,9.81,0.031,89.969,30,128,1548.0,4.64,1,89.969
1120246,01120246.jpg,1785646650296753920,9.81,0.031,89.969,30,127,1542.7,4.66,1,89.969
1120247,01120247.jpg,1785646650330779904,9.81,0.031,89.969,30,127,1539.0,4.68,1,89.969
1120248,01120248.jpg,1785646650365578496,9.81,0.032,89.968,30,128,1538.5,4.69,1,89.968
1120249,01120249.jpg,1785646650396853760,9.81,0.032,89.968,30,128,1535.3,4.73,1,89.968
1120250,01120250.jpg,1785646650430277632,9.81,0.032,89.968,30,127,1528.5,4.78,1,89.968
1120251,01120251.jpg,1785646650463876096,9.81,0.032,89.968,30,127,1525.0,4.8,1,89.968
1120252,01120252.jpg,1785646650498493440,9.81,0.032,89.968,30,128,1524.7,4.82,1,89.968
1120253,01120253.jpg,1785646650531355904,9.81,0.032,89.968,30,128,1519.9,4.79,1,89.968
1120254,01120254.jpg,1785646650564791808,9.81,0.033,89.967,30,127,1515.1,4.8,1,89.967
1120255,01120255.jpg,1785646650598099712,9.81,0.033,89.967,30,127,1511.9,4.71,1,89.967
1120256,01120256.jpg,1785646650631761152,9.81,0.033,89.967,30,128,1511.8,4.85,1,89.967
