t_wall_ns,time_usec,xacc,yacc,zacc,xgyro,ygyro,zgyro,abs_pressure,pressure_alt,temperature
1785541988119234900,104993386,-1.5119175910949707,0.009351951070129871,-9.676061630249023,0.0018611795967444777,-1.357597102469299e-05,-0.002100813202559948,nan,nan,nan
1785541988119234900,105012474,-1.6001508235931396,0.21121259033679962,-9.698202133178711,-0.0012762801488861442,-0.0025860981550067663,0.0013448966201394796,nan,nan,nan
1785541988119234900,105026694,-1.5566880702972412,0.1846408247947693,-9.667616844177246,-0.001249323831871152,-0.0013070974964648485,0.001036064582876861,nan,nan,nan
1785541988120235000,105045905,-1.5539957284927368,0.13064956665039062,-9.61579704284668,-0.00037478440208360553,-0.0015117781003937125,0.000409078027587384,nan,nan,nan
1785541988120235000,105060080,-1.5282765626907349,0.01671842485666275,-9.67877197265625,0.0014250263338908553,-0.00024285390099976212,-0.001609688624739647,nan,nan,nan
1785541988141785500,105079244,-1.542746663093567,0.07176005840301514,-9.702455520629883,0.0030098434071987867,-0.00033618591260164976,-0.002870835131034255,nan,nan,nan
1785541988148568800,105093515,-1.554957389831543,0.13807186484336853,-9.683759689331055,-0.002186630619689822,-0.001770316157490015,0.0020965957082808018,nan,nan,nan
1785541988167863000,105112671,-1.599214792251587,0.2098608762025833,-9.714347839355469,-0.001125151989981532,-0.0021407436579465866,0.0012855661334469914,nan,nan,nan
1785541988185137600,105126766,-1.5713740587234497,0.20840881764888763,-9.68405818939209,-0.0021030728239566088,-0.0019013815326616168,0.0019991877488791943,nan,nan,nan
1785541988202471600,105146083,-1.556174635887146,-0.02039366587996483,-9.690011024475098,0.002854939317330718,-0.0003013290697708726,-0.0027621968183666468,nan,nan,nan
1785541988218998600,105160069,-1.522891879081726,0.016592172905802727,-9.677403450012207,0.0015944131882861257,-0.00031032500555738807,-0.0017546677263453603,nan,nan,nan
1785541988238188200,105179259,-1.5880935192108154,0.2155224084854126,-9.695562362670898,-0.0013075672322884202,-0.00256924144923687,0.0013672299683094025,nan,nan,nan
1785541988247536500,105193428,-1.5707186460494995,0.2070387899875641,-9.69637393951416,-0.0019804700277745724,-0.0014931227779015899,0.0019567678682506084,nan,nan,nan
1785541988279254600,105212629,-1.5281190872192383,-0.0053410399705171585,-9.679906845092773,0.0027584161143749952,-0.0007589099695906043,-0.002754207467660308,nan,nan,nan
1785541988283702700,105226758,-1.5196384191513062,0.019400620833039284,-9.683382987976074,0.0015918974531814456,-4.9407964979764074e-05,-0.0016763072926551104,nan,nan,nan
1785541988309708300,105246007,-1.5548620223999023,0.066809743642807,-9.70466423034668,0.002923195715993643,-0.00030615946161560714,-0.0027991069946438074,nan,nan,nan
1785541988317658100,105260073,-1.5595539808273315,0.13652482628822327,-9.68405818939209,-0.00210379995405674,-0.001838688156567514,0.0020327873062342405,nan,nan,nan
1785541988334964000,105279184,-1.783320426940918,0.06566490232944489,-9.772783279418945,0.0011522133136168122,-5.7695971918292344e-05,-0.0009205437381751835,nan,nan,nan
1785541988352391100,105293371,-1.5552599430084229,0.1376369446516037,-9.670855522155762,-0.0021472827065736055,-0.0017961771227419376,0.002065297681838274,nan,nan,nan
1785541988373017800,105312907,-1.515958309173584,-0.0005004433915019035,-9.681693077087402,0.0024372299667447805,-0.00024207413662225008,-0.0024643409997224808,nan,nan,nan
1785541988380807700,105326717,-1.5302640199661255,0.010328822769224644,-9.676934242248535,0.0019415250280871987,1.1260391147516202e-05,-0.0019804707262665033,nan,nan,nan
1785541988406650200,105345809,-1.5474406480789185,0.07026512175798416,-9.667231559753418,0.0026733819395303726,-0.00032611386268399656,-0.002583783585578203,nan,nan,nan
1785541988414733900,105360056,-1.5448102951049805,0.14260777831077576,-9.681660652160645,-0.002486323704943061,-0.0015866919420659542,0.0023413188755512238,nan,nan,nan
1785541988442078500,105379165,-1.5870813131332397,0.21666742861270905,-9.696669578552246,-0.0012954024132341146,-0.002589005511254072,0.0013575447956100106,nan,nan,nan
1785541988449997900,105393370,-1.5562169551849365,0.1828995943069458,-9.693460464477539,-0.001128670177422464,-0.0009158982429653406,0.0009957719594240189,nan,nan,nan
1785541988467736700,105412427,-1.5427005290985107,0.071078822016716,-9.70237922668457,0.003049875609576702,-0.00035203807055950165,-0.002905846806243062,nan,nan,nan
1785541988486168600,105426681,-1.5100140571594238,0.010995076969265938,-9.675910949707031,0.0017858031205832958,9.366427548229694e-06,-0.0020373074803501368,nan,nan,nan
1785541988503725600,105445911,-1.5299268960952759,0.07325415313243866,-9.701151847839355,0.002831775229424238,-8.88777503860183e-06,-0.002711284440010786,nan,nan,nan
1785541988521095000,105460050,-1.5566139221191406,0.13756109774112701,-9.683804512023926,-0.002175209578126669,-0.0017923826817423105,0.002088840352371335,nan,nan,nan
1785541988539166900,105479596,-1.5454802513122559,-0.010451043955981731,-9.678560256958008,0.0027105766348540783,-0.0002543545269872993,-0.002638041041791439,nan,nan,nan
1785541988555332200,105493374,-1.5293337106704712,0.010658892802894115,-9.68420696258545,0.0018620520131662488,-0.00014882617688272148,-0.0019078702898696065,nan,nan,nan
1785541988573997200,105512647,-1.5593738555908203,0.06390801817178726,-9.67152214050293,0.0029046593699604273,-0.0005013875779695809,-0.002773014595732093,nan,nan,nan
1785541988590029700,105526712,-1.5140482187271118,0.007174539379775524,-9.676156997680664,0.0018987150397151709,-3.132606434519403e-05,-0.0021361110266298056,nan,nan,nan
1785541988609274100,105545852,-1.5997949838638306,0.209631085395813,-9.713562965393066,-0.0011494883801788092,-0.0021340311504900455,0.0013059157645329833,nan,nan,nan
1785541988615789200,105560031,-1.5697218179702759,0.20846055448055267,-9.683928489685059,-0.002177383517846465,-0.0018581061158329248,0.002058854093775153,nan,nan,nan
1785541988642412700,105579505,-1.517971158027649,0.003618720918893814,-9.670228958129883,0.0021803677082061768,-0.0006622446235269308,-0.0022672994527965784,nan,nan,nan
1785541988652526300,105593380,-1.5282618999481201,0.01327230129390955,-9.663901329040527,0.001682361587882042,-0.00034803952439688146,-0.0018318328075110912,nan,nan,nan
1785541988668450600,105612470,-1.5588021278381348,0.06164499372243881,-9.687078475952148,0.0030362058896571398,-0.000347266934113577,-0.0028969510458409786,nan,nan,nan
1785541988686210900,105626681,-1.4986377954483032,0.01188365276902914,-9.677154541015625,0.001687320414930582,0.00040201173396781087,-0.00194104656111449,nan,nan,nan
1785541988704578700,105645755,-1.5879849195480347,0.21577958762645721,-9.71117115020752,-0.0011202096939086914,-0.0021677748300135136,0.0012793157948181033,nan,nan,nan
1785541988720680300,105660026,-1.5549476146697998,0.18455611169338226,-9.681124687194824,-0.0013266992755234241,-0.0012778299860656261,0.0010994154727086425,nan,nan,nan
1785541988739086300,105679186,-1.5746666193008423,0.14206251502037048,-9.613069534301758,-0.0012364676222205162,-0.0025234848726540804,0.001347620622254908,nan,nan,nan
1785541988748597800,105693370,-1.589349389076233,0.18896837532520294,-9.673370361328125,-0.000742376665584743,-0.0018725640838965774,0.0007344450568780303,nan,nan,nan
1785541988766252300,105712286,-1.5722283124923706,0.1321377456188202,-9.708303451538086,-0.002050750656053424,-0.0013814920093864202,0.0020535551011562347,nan,nan,nan
1785541988774342100,105712491,-1.5547897815704346,0.06619527190923691,-9.704924583435059,0.0029861396178603172,-0.00033043185248970985,-0.0028539446648210287,nan,nan,nan
1785541988783634300,105726677,-1.5550830364227295,0.13822785019874573,-9.68372917175293,-0.002208068734034896,-0.0017764874501153827,0.0021147627849131823,nan,nan,nan
1785541988801012100,105745856,-1.599210262298584,0.20970924198627472,-9.714571952819824,-0.0011709395330399275,-0.0021250504069030285,0.0013234440702944994,nan,nan,nan
1785541988817408600,105760032,-1.5576857328414917,0.18329274654388428,-9.681279182434082,-0.0012806529412046075,-0.0013093991437926888,0.0010616941144689918,nan,nan,nan
1785541988836588700,105779115,-1.574670433998108,0.14234422147274017,-9.612701416015625,-0.0012207207037135959,-0.0025395923294126987,0.0013352809473872185,nan,nan,nan
1785541988857247200,105793344,-1.56234872341156,0.19813306629657745,-9.68729019165039,-0.0012725774431601167,-0.0011278052115812898,0.0011245786445215344,nan,nan,nan
1785541988874467600,105812451,-1.5426604747772217,0.07228928804397583,-9.687103271484375,0.0028312518261373043,-0.0007688793120905757,-0.0027936080005019903,nan,nan,nan
1785541988882383100,105826675,-1.5073577165603638,0.027732327580451965,-9.655311584472656,0.001027667778544128,-0.00020923938427586108,-0.0012771043693646789,nan,nan,nan
1785541988900013000,105845728,-1.5882750749588013,0.2166721671819687,-9.69571590423584,-0.0013055794406682253,-0.002596399048343301,0.0013666491722688079,nan,nan,nan
1785541988920287700,105860031,-1.566759705543518,0.20830759406089783,-9.695854187011719,-0.002099590376019478,-0.0014291906263679266,0.0020514139905571938,nan,nan,nan
1785541988936319000,105879134,-1.7684926986694336,0.0751168429851532,-9.789233207702637,0.0011522613931447268,-7.088632992235944e-05,-0.0009263262618333101,nan,nan,nan
1785541988953686100,105893334,-1.5404826402664185,0.11520060896873474,-9.666690826416016,-0.0013407226651906967,-0.0012372996425256133,0.0011241160100325942,nan,nan,nan
1785541988969215200,105912510,-1.571472406387329,0.10904127359390259,-9.610786437988281,-0.000235871528275311,-0.0019314050441607833,0.00021871946228202432,nan,nan,nan
1785541988988334500,105926670,-1.5177826881408691,0.02078123576939106,-9.676511764526367,0.001396898296661675,-0.00024159859458450228,-0.001587542938068509,nan,nan,nan
1785541989006337100,105945811,-1.5561085939407349,0.07164870202541351,-9.688430786132812,0.002909088972955942,-0.0005050837644375861,-0.0027762833051383495,nan,nan,nan
1785541989015523700,105960033,-1.5459288358688354,0.14222386479377747,-9.681756019592285,-0.0025106610264629126,-0.0015891960356384516,0.002362007973715663,nan,nan,nan
1785541989040693000,105979143,-1.5435333251953125,0.024877510964870453,-9.691189765930176,0.0017531993798911572,-0.0013403857592493296,-0.0016124903922900558,nan,nan,nan
1785541989051073500,105993341,-1.5664012432098389,0.17992573976516724,-9.677702903747559,-0.0013200402026996017,-0.0012860213173553348,0.0010948317358270288,nan,nan,nan
1785541989067573000,106012654,-1.5663340091705322,0.12398850917816162,-9.626964569091797,-0.00012230676657054573,-0.001478116144426167,0.0001895477034850046,nan,nan,nan
1785541989084941300,106026663,-1.5113732814788818,0.021752983331680298,-9.680856704711914,0.0013150206068530679,0.00012375321239233017,-0.0014541886048391461,nan,nan,nan
1785541989101606800,106045763,-1.5546786785125732,0.0663396492600441,-9.704955101013184,0.002970797009766102,-0.00032693464891053736,-0.002841610461473465,nan,nan,nan
