t_wall_ns,what,threat_level,impulse,episode
1785541988119234900,environment,1,0.04461423307657242,1
1785541988119234900,environment,1,0.04501904919743538,1
1785541988119234900,environment,1,0.04463700205087662,1
1785541988119234900,environment,1,0.049368150532245636,1
1785541988119234900,environment,1,0.04548684135079384,1
1785541988120235000,environment,1,0.04496422037482262,1
1785541988120235000,environment,1,0.044088028371334076,1
1785541988120235000,environment,1,0.04487086832523346,1
1785541988120235000,environment,1,0.04941772669553757,1
1785541988120235000,environment,1,0.049687594175338745,1
1785541988133461000,environment,1,0.044840771704912186,1
1785541988133461000,environment,1,0.04487114027142525,1
1785541988133461000,environment,1,0.04476156085729599,1
1785541988148568800,environment,1,0.049703843891620636,1
1785541988148568800,environment,1,0.049683742225170135,1
1785541988167863000,environment,1,0.04475173354148865,1
1785541988167863000,environment,1,0.04512070119380951,1
1785541988167863000,environment,1,0.04472599923610687,1
1785541988182067400,environment,1,0.04930952936410904,1
1785541988182067400,environment,1,0.0489172525703907,1
1785541988200767600,environment,1,0.045450977981090546,1
1785541988200767600,environment,1,0.044983234256505966,1
1785541988200767600,environment,1,0.0452304407954216,1
1785541988213880700,environment,1,0.04881485924124718,1
1785541988213880700,environment,1,0.04876324161887169,1
1785541988233418000,environment,1,0.044715479016304016,1
1785541988233418000,environment,1,0.045187752693891525,1
1785541988233418000,environment,1,0.044851429760456085,1
1785541988247536500,environment,1,0.04944178834557533,1
1785541988247536500,environment,1,0.04888419061899185,1
1785541988267158500,environment,1,0.04507042467594147,1
1785541988267158500,environment,1,0.0449063666164875,1
1785541988267158500,environment,1,0.04512294754385948,1
1785541988280657700,environment,1,0.04903044551610947,1
1785541988280657700,environment,1,0.04933926835656166,1
1785541988301332100,environment,1,0.04506899416446686,1
1785541988301332100,environment,1,0.0450889989733696,1
1785541988301332100,environment,1,0.04497718811035156,1
1785541988314435900,environment,1,0.04920375719666481,1
1785541988314435900,environment,1,0.048944830894470215,1
1785541988333430600,environment,1,0.04081282019615173,1
1785541988333430600,environment,1,0.04495580866932869,1
1785541988333430600,environment,1,0.044596944004297256,1
1785541988347623000,environment,1,0.04944264888763428,1
1785541988347623000,environment,1,0.04922439530491829,1
1785541988368381900,environment,1,0.045907992869615555,1
1785541988368381900,environment,1,0.045464180409908295,1
1785541988368381900,environment,1,0.04575946554541588,1
1785541988380807700,environment,1,0.04806922376155853,1
1785541988380807700,environment,1,0.048199765384197235,1
1785541988400314600,environment,1,0.04476364329457283,1
1785541988400314600,environment,1,0.044490914791822433,1
1785541988400314600,environment,1,0.04469143599271774,1
1785541988414733900,environment,1,0.04981589317321777,1
1785541988414733900,environment,1,0.04972948133945465,1
1785541988433960900,environment,1,0.04467356204986572,1
1785541988433960900,environment,1,0.04512443393468857,1
1785541988433960900,environment,1,0.044778671115636826,1
1785541988448366800,environment,1,0.04951024800539017,1
1785541988448366800,environment,1,0.049330275505781174,1
1785541988467736700,environment,1,0.044595517218112946,1
1785541988467736700,environment,1,0.044727977365255356,1
1785541988467736700,environment,1,0.04482870176434517,1
1785541988481577900,environment,1,0.049537308514118195,1
1785541988481577900,environment,1,0.04967251047492027,1
1785541988500456200,environment,1,0.04492185637354851,1
1785541988500456200,environment,1,0.044618695974349976,1
1785541988500456200,environment,1,0.04484071210026741,1
1785541988514571300,environment,1,0.04955552890896797,1
1785541988514571300,environment,1,0.04920266941189766,1
1785541988534221600,environment,1,0.04582115635275841,1
1785541988534221600,environment,1,0.045444097369909286,1
1785541988534221600,environment,1,0.04572942107915878,1
1785541988547788400,environment,1,0.04800863191485405,1
1785541988547788400,environment,1,0.04834306985139847,1
1785541988567828300,environment,1,0.04528007283806801,1
1785541988567828300,environment,1,0.04466506838798523,1
1785541988567828300,environment,1,0.04516560584306717,1
1785541988582104500,environment,1,0.04910825565457344,1
1785541988582104500,environment,1,0.04925378039479256,1
1785541988600949900,environment,1,0.04480697587132454,1
1785541988600949900,environment,1,0.045157212764024734,1
1785541988600949900,environment,1,0.04478035494685173,1
1785541988614153200,environment,1,0.04961729049682617,1
1785541988614153200,environment,1,0.04930271953344345,1
1785541988634474800,environment,1,0.04581797495484352,1
1785541988634474800,environment,1,0.045448046177625656,1
1785541988634474800,environment,1,0.04573759436607361,1
1785541988647724300,environment,1,0.048420265316963196,1
1785541988647724300,environment,1,0.048776354640722275,1
1785541988666731800,environment,1,0.04495676979422569,1
1785541988666731800,environment,1,0.04464837536215782,1
1785541988666731800,environment,1,0.04486161097884178,1
1785541988680927600,environment,1,0.04941293224692345,1
1785541988680927600,environment,1,0.049650683999061584,1
1785541988700953900,environment,1,0.04457255080342293,1
1785541988700953900,environment,1,0.04503055289387703,1
1785541988700953900,environment,1,0.04465146362781525,1
1785541988714133700,environment,1,0.04968506097793579,1
1785541988714133700,environment,1,0.04598211497068405,1
1785541988734123300,environment,1,0.04527754336595535,1
1785541988734123300,environment,1,0.04462125524878502,1
1785541988734123300,environment,1,0.04454262554645538,1
1785541988748597800,environment,1,0.04936450347304344,1
1785541988748597800,environment,1,0.049634210765361786,1
1785541988767959500,environment,1,0.044874269515275955,1
1785541988767959500,environment,1,0.044888224452733994,1
1785541988767959500,environment,1,0.04477575048804283,1
1785541988782102200,environment,1,0.049700114876031876,1
1785541988782102200,environment,1,0.04954380914568901,1
1785541988801012100,environment,1,0.045008085668087006,1
1785541988801012100,environment,1,0.04525645449757576,1
1785541988801012100,environment,1,0.04487089067697525,1
1785541988814102100,environment,1,0.04945411905646324,1
1785541988814102100,environment,1,0.045733220875263214,1
1785541988833271400,environment,1,0.04520034044981003,1
1785541988833271400,environment,1,0.04454080015420914,1
1785541988833271400,environment,1,0.044633254408836365,1
1785541988847868800,environment,1,0.04969427362084389,1
1785541988847868800,environment,1,0.04975360259413719,1
1785541988866858300,environment,1,0.04483463615179062,1
1785541988866858300,environment,1,0.044898323714733124,1
1785541988866858300,environment,1,0.04499974474310875,1
1785541988880861300,environment,1,0.049528613686561584,1
1785541988880861300,environment,1,0.049965038895606995,1
1785541988900013000,environment,1,0.04464413598179817,1
1785541988900013000,environment,1,0.04510157182812691,1
1785541988900013000,environment,1,0.04477189853787422,1
1785541988915425700,environment,1,0.04997442290186882,1
1785541988915425700,environment,1,0.04967436566948891,1
1785541988934531100,environment,1,0.040439315140247345,1
1785541988934531100,environment,1,0.045015849173069,1
1785541988934531100,environment,1,0.04425981268286705,1
1785541988948072600,environment,1,0.04958571493625641,1
1785541988948072600,environment,1,0.04605952277779579,1
1785541988967509300,environment,1,0.044907886534929276,1
1785541988967509300,environment,1,0.04439543932676315,1
1785541988967509300,environment,1,0.04500586539506912,1
1785541988981959000,environment,1,0.049545787274837494,1
1785541988981959000,environment,1,0.04963278770446777,1
1785541989001164600,environment,1,0.04488270729780197,1
1785541989001164600,environment,1,0.04477382451295853,1
1785541989001164600,environment,1,0.044941406697034836,1
1785541989015523700,environment,1,0.04985075071454048,1
1785541989015523700,environment,1,0.0495687760412693,1
1785541989034197700,environment,1,0.04497639462351799,1
1785541989034197700,environment,1,0.04518844559788704,1
1785541989034197700,environment,1,0.04480423778295517,1
1785541989047802900,environment,1,0.04958890751004219,1
1785541989047802900,environment,1,0.045656125992536545,1
1785541989067573000,environment,1,0.0454261377453804,1
1785541989067573000,environment,1,0.04463881999254227,1
1785541989067573000,environment,1,0.04519013687968254,1
1785541989081861600,environment,1,0.04903583601117134,1
1785541989081861600,environment,1,0.049514103680849075,1
1785541989099935600,environment,1,0.04493910074234009,1
1785541989099935600,environment,1,0.04494037851691246,1
1785541989099935600,environment,1,0.04503665491938591,1
1785541989114129600,environment,1,0.049643855541944504,1
1785541989114129600,environment,1,0.04971039295196533,1
1785541989134661800,environment,1,0.044795382767915726,1
1785541989134661800,environment,1,0.04510609433054924,1
1785541989134661800,environment,1,0.04473946988582611,1
1785541989147569900,environment,1,0.04991927370429039,1
1785541989147569900,environment,1,0.04969385638833046,1
1785541989166820300,environment,1,0.04065757244825363,1
1785541989166820300,environment,1,0.04510955885052681,1
1785541989166820300,environment,1,0.04435454308986664,1
1785541989181135300,environment,1,0.04962225630879402,1
1785541989181135300,environment,1,0.045681629329919815,1
1785541989200644300,environment,1,0.044908422976732254,1
1785541989200644300,environment,1,0.044356320053339005,1
1785541989200644300,environment,1,0.04497155919671059,1
1785541989214895700,environment,1,0.0496731735765934,1
1785541989214895700,environment,1,0.04975491017103195,1
1785541989234104000,environment,1,0.04487098753452301,1
1785541989234104000,environment,1,0.04476078972220421,1
1785541989234104000,environment,1,0.04492725804448128,1
1785541989247707100,environment,1,0.04990208521485329,1
1785541989247707100,environment,1,0.0496208593249321,1
1785541989266964600,environment,1,0.040387287735939026,1
1785541989266964600,environment,1,0.04533010721206665,1
