t_wall_ns,time_usec,x,y,z,qw,qx,qy,qz,vx,vy,vz,rollspeed,pitchspeed,yawspeed
1785524832491060600,484680761,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832491060600,484700269,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832491060600,484716854,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832492566100,484730679,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832492566100,484747334,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832492566100,484747334,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832492566100,484766963,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832493572000,484783191,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832493572000,484797334,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832493572000,484813991,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832515200700,484813991,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832515200700,484833733,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832521731000,484849675,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832534327800,484864003,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
1785524832548343000,484880781,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0004479822237044573,-0.15472057461738586,3.541726619005203e-05,-0.9879581332206726,0.0,0.0,0.0,0.0,0.0,-0.0
