t_wall_ns,time_boot_ms,x,y,z,vx,vy,vz
1785524832491060600,484680,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832491060600,484700,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832491060600,484700,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832491060600,484716,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832492566100,484730,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832492566100,484747,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832492566100,484747,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832492566100,484766,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832493572000,484766,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832493572000,484783,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832493572000,484797,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832493572000,484797,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832493572000,484813,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832515200700,484813,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832515200700,484833,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832519695200,484849,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832528098200,484864,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832538987800,484864,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832549856500,484880,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832559443800,484880,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832570680100,484905,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832581023100,484917,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832592360600,484917,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
1785524832602148800,484930,-0.0005468750023283064,-2.9296874345163815e-05,0.020551757887005806,0.0,0.0,-0.0
