t_wall_ns,armed,heading_rad,roll_rate,pitch_rate,yaw_rate,thrust
1785524832690235700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832778476400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832799050400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832819188200,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832838910300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832858742700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832878389300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832898933100,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832918554200,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832938371500,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832958533900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832978195000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524832998542400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833019112900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833038940000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833058728900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833078449900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833098876000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833118134100,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833138735000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833158093400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833178541600,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833198280200,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833218488700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833238809500,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833258603400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833278311900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833298882700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833318827300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833338706000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833358908300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833378184700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833399053700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833419091000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833438738400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833458939200,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833478036800,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833498099500,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833518252700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833539088500,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833558759200,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833578187300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833598978600,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833618684700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833638620300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833658960000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833678449000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833698515900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833718339100,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833738813300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833758325700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833779354500,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833798773300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833818508600,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833838818900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833858887800,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833878383300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833898922300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833918186600,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833938910900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833958330400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833978213000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524833998310500,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834018375000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834038658000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834058255100,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834078273300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834099411000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834118924100,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834138900100,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834158756200,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834178511300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834198386400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834218685200,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834238762300,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834258179900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834278970700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834299127000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834318829600,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834338962500,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834358181700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834378975400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834398693200,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834418116700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834439108600,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834458731500,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834478082400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834498030900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834518421800,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834538635000,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834558660200,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834578801100,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834597973700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834618544700,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834638486800,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834658172500,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834678477400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834699083100,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834719018100,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834738191200,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834758442500,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834779203900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834798780900,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834818735400,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834838029200,0,0.0000,-0.0,-0.0,0.0,0.0
1785524834859148000,0,0.0000,-0.0,-0.0,0.0,0.0
