t_wall_ns,time_usec,x,y,z,qw,qx,qy,qz,vx,vy,vz,rollspeed,pitchspeed,yawspeed
1785545321703221500,69100303,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321704220300,69116324,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321704220300,69130684,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321705220600,69147345,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321705220600,69166952,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321705220600,69166952,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321706219200,69183045,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321706219200,69197361,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321707219700,69214105,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321707219700,69233693,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321712848900,69233693,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321725815800,69250230,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321738746100,69264056,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321753167600,69280620,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321767556700,69301385,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321780825900,69317136,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321793535800,69330766,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
1785545321807987000,69330766,-0.0005078124813735485,-2.9296874345163815e-05,0.020546874031424522,0.0004316146078053862,-0.1547166258096695,3.723524423548952e-05,-0.9879588484764099,0.0,0.0,0.0,0.0,0.0,-0.0
