t_wall_ns,time_usec,m0,m1,m2,m3
1785545321703221500,69100303,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321704220300,69116324,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321704220300,69130684,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321704220300,69130684,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321704220300,69147345,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321705220600,69147345,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321705220600,69166952,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321706219200,69183045,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321706219200,69183045,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321706219200,69197361,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321706219200,69214105,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321707219700,69214105,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321707219700,69233693,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321712848900,69233693,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321722553600,69250230,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321732401500,69264056,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321745152500,69280620,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321754878700,69280620,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321766024100,69301385,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321776244400,69301385,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321787067700,69317136,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321796649700,69330766,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321807987000,69330766,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321818672500,69347504,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321830216900,69367202,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321841157700,69367202,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321853027600,69383275,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321862343600,69397460,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321875828800,69397460,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321886042100,69413970,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321895552700,69433118,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321906386600,69433118,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321917611600,69449694,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321928942700,69463961,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321940154400,69463961,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321951535300,69480707,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321962979800,69480707,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321972490800,69500340,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321983862700,69516408,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545321994686200,69530728,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322005681500,69530728,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322016650800,69547349,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322027851600,69547349,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322037945600,69566490,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322048970200,69583090,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322059818700,69597336,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322070722200,69597336,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322082417500,69614207,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322092014900,69614207,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322103122700,69633560,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322112471600,69649674,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322122204100,69649674,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
1785545322133076800,69663994,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
